School,Year,Phase,Vacancy,Applied,Taken,Balloting,Application Rate
Haig Girls' School,2016,2C,89,91,89,,1.0224719101123596
Henry Park Primary School,2016,2C,25,50,25,,2.0
Holy Innocents' Primary School,2016,2C,91,82,82,,0.9010989010989011
Hong Wen School,2016,2C,80,92,80,,1.15
Horizon Primary School,2016,2C,84,111,84,,1.3214285714285714
Hougang Primary School,2016,2C,102,108,102,,1.0588235294117647
Huamin Primary School,2016,2C,99,103,99,,1.0404040404040404
Innova Primary School,2016,2C,119,126,119,,1.0588235294117647
Jiemin Primary School,2016,2C,102,78,78,,0.7647058823529411
Jing Shan Primary School,2016,2C,89,62,62,,0.6966292134831461
Junyuan Primary School,2016,2C,118,74,73,,0.6271186440677966
Jurong Primary School,2016,2C,115,101,101,,0.8782608695652174
Jurong West Primary School,2016,2C,130,122,122,,0.9384615384615385
Juying Primary School,2016,2C,122,10,9,,0.08196721311475409
Keming Primary School,2016,2C,97,120,97,,1.2371134020618557
Kheng Cheng School,2016,2C,138,138,138,,1.0
Kong Hwa School,2016,2C,54,69,54,,1.2777777777777777
Kranji Primary School,2016,2C,115,12,12,,0.10434782608695652
Kuo Chuan Presbyterian Primary School,2016,2C,96,108,96,,1.125
Lakeside Primary School,2016,2C,135,138,135,,1.0222222222222221
Lianhua Primary School,2016,2C,103,25,24,,0.24271844660194175
Maha Bodhi School,2016,2C,96,106,96,,1.1041666666666667
Maris Stella High School,2016,2C,59,64,59,,1.0847457627118644
Marsiling Primary School,2016,2C,134,59,58,,0.44029850746268656
Marymount Convent School,2016,2C,119,49,49,,0.4117647058823529
Mayflower Primary School,2016,2C,120,44,44,,0.36666666666666664
Mee Toh School,2016,2C,113,149,113,,1.3185840707964602
Meridian Primary School,2016,2C,68,36,36,,0.5294117647058824
Methodist Girls' School (Primary),2016,2C,44,78,44,,1.7727272727272727
Montfort Junior School,2016,2C,92,20,20,,0.21739130434782608
Nan Chiau Primary School,2016,2C,74,183,74,,2.472972972972973
Nan Hua Primary School,2016,2C,45,81,45,,1.8
Nanyang Primary School,2016,2C,21,49,21,,2.3333333333333335
Naval Base Primary School,2016,2C,137,59,59,,0.4306569343065693
New Town Primary School,2016,2C,161,46,46,,0.2857142857142857
Ngee Ann Primary School,2016,2C,92,101,92,,1.0978260869565217
North Spring Primary School,2016,2C,177,64,64,,0.3615819209039548
North View Primary School,2016,2C,103,106,103,,1.029126213592233
North Vista Primary School,2016,2C,160,108,108,,0.675
Northland Primary School,2016,2C,57,160,57,,2.807017543859649
Northoaks Primary School,2016,2C,114,46,46,,0.40350877192982454
Oasis Primary School,2016,2C,217,186,185,,0.8571428571428571
Opera Estate Primary School,2016,2C,104,71,70,,0.6826923076923077
Palm View Primary School,2016,2C,156,119,118,,0.7628205128205128
Park View Primary School,2016,2C,96,39,38,,0.40625
Pasir Ris Primary School,2016,2C,70,89,70,,1.2714285714285714
Paya Lebar Methodist Girls' School (Primary),2016,2C,110,115,110,,1.0454545454545454
Pei Chun Public School,2016,2C,92,97,92,,1.0543478260869565
Pei Hwa Presbyterian Primary School,2016,2C,41,44,41,,1.0731707317073171
Pei Tong Primary School,2016,2C,107,68,68,,0.6355140186915887
Peiying Primary School,2016,2C,113,52,52,,0.46017699115044247
Pioneer Primary School,2016,2C,145,27,26,,0.18620689655172415
Poi Ching School,2016,2C,104,111,104,,1.0673076923076923
Princess Elizabeth Primary School,2016,2C,91,110,91,,1.2087912087912087
Punggol Cove Primary School,2016,2C,233,113,112,,0.48497854077253216
Punggol Green Primary School,2016,2C,154,258,154,,1.6753246753246753
Punggol Primary School,2016,2C,133,106,106,,0.7969924812030075
Punggol View Primary School,2016,2C,139,165,139,,1.1870503597122302
Qifa Primary School,2016,2C,90,112,90,,1.2444444444444445
Qihua Primary School,2016,2C,130,47,47,,0.36153846153846153
Queenstown Primary School,2016,2C,155,120,120,,0.7741935483870968
Radin Mas Primary School,2016,2C,86,100,86,,1.1627906976744187
Raffles Girls' Primary School,2016,2C,107,135,107,,1.2616822429906542
Red Swastika School,2016,2C,76,83,76,,1.0921052631578947
River Valley Primary School,2016,2C,92,120,92,,1.3043478260869565
Riverside Primary School,2016,2C,128,133,128,,1.0390625
Rivervale Primary School,2016,2C,126,140,126,,1.1111111111111112
Rosyth School,2016,2C,66,87,66,,1.3181818181818181
Rulang Primary School,2016,2C,29,73,29,,2.5172413793103448
Sembawang Primary School,2016,2C,119,79,79,,0.6638655462184874
Seng Kang Primary School,2016,2C,147,54,54,,0.3673469387755102
Sengkang Green Primary School,2016,2C,133,297,133,,2.2330827067669174
Shuqun Primary School,2016,2C,107,122,107,,1.1401869158878504
Si Ling Primary School,2016,2C,120,39,39,,0.325
Singapore Chinese Girls' Primary School,2016,2C,51,60,51,,1.1764705882352942
South View Primary School,2016,2C,71,135,71,,1.9014084507042253
Springdale Primary School,2016,2C,163,110,110,,0.6748466257668712
St. Andrew's Junior School,2016,2C,63,70,63,,1.1111111111111112
St. Anthony's Canossian Primary School,2016,2C,136,59,59,,0.4338235294117647
St. Anthony's Primary School,2016,2C,93,103,93,,1.10752688172043
St. Gabriel's Primary School,2016,2C,83,34,34,,0.40963855421686746
St. Hilda's Primary School,2016,2C,52,111,52,,2.1346153846153846
St. Joseph's Institution Junior,2016,2C,60,88,60,,1.4666666666666666
St. Margaret's Primary School,2016,2C,105,81,81,,0.7714285714285715
St. Stephen's School,2016,2C,112,64,64,,0.5714285714285714
Stamford Primary School,2016,2C,113,30,29,,0.26548672566371684
Tampines North Primary School,2016,2C,115,51,50,,0.4434782608695652
Tampines Primary School,2016,2C,71,72,71,,1.0140845070422535
Tanjong Katong Primary School,2016,2C,125,99,97,,0.792
Tao Nan School,2016,2C,48,73,48,,1.5208333333333333
Teck Ghee Primary School,2016,2C,97,110,97,,1.134020618556701
Teck Whye Primary School,2016,2C,136,31,30,,0.22794117647058823
Telok Kurau Primary School,2016,2C,99,84,84,,0.8484848484848485
Temasek Primary School,2016,2C,73,84,73,,1.1506849315068493
Townsville Primary School,2016,2C,136,42,42,,0.3088235294117647
Unity Primary School,2016,2C,113,89,89,,0.7876106194690266
Waterway Primary School,2016,2C,230,100,100,,0.43478260869565216
Wellington Primary School,2016,2C,129,76,76,,0.5891472868217055
West Grove Primary School,2016,2C,116,132,116,,1.1379310344827587
West Spring Primary School,2016,2C,170,180,170,,1.0588235294117647
West View Primary School,2016,2C,116,38,37,,0.3275862068965517
Westwood Primary School,2016,2C,152,153,152,,1.006578947368421
White Sands Primary School,2016,2C,79,88,79,,1.1139240506329113
Woodgrove Primary School,2016,2C,115,105,105,,0.9130434782608695
Woodlands Primary School,2016,2C,91,85,85,,0.9340659340659341
Woodlands Ring Primary School,2016,2C,110,81,81,,0.7363636363636363
Xinghua Primary School,2016,2C,105,42,42,,0.4
Xingnan Primary School,2016,2C,93,70,70,,0.7526881720430108
Xinmin Primary School,2016,2C,91,97,91,,1.065934065934066
Xishan Primary School,2016,2C,119,41,41,,0.3445378151260504
Yangzheng Primary School,2016,2C,90,91,90,,1.011111111111111
Yew Tee Primary School,2016,2C,109,71,71,,0.6513761467889908
Yio Chu Kang Primary School,2016,2C,126,29,28,,0.23015873015873015
Yishun Primary School,2016,2C,113,76,75,,0.672566371681416
Yu Neng Primary School,2016,2C,55,59,55,,1.0727272727272728
Yuhua Primary School,2016,2C,116,26,26,,0.22413793103448276
Yumin Primary School,2016,2C,94,28,28,,0.2978723404255319
Zhangde Primary School,2016,2C,149,120,119,,0.8053691275167785
Zhenghua Primary School,2016,2C,112,85,85,,0.7589285714285714
Zhonghua Primary School,2016,2C,101,17,17,,0.16831683168316833
Admiralty Primary School,2017,2C,78,91,78,,1.1666666666666667
Ahmad Ibrahim Primary School,2017,2C,129,49,49,,0.3798449612403101
Ai Tong School,2017,2C,33,45,33,,1.3636363636363635
Alexandra Primary School,2017,2C,127,161,127,,1.2677165354330708
Anchor Green Primary School,2017,2C,143,69,69,,0.4825174825174825
Anderson Primary School,2017,2C,48,58,48,,1.2083333333333333
Ang Mo Kio Primary School,2017,2C,156,47,47,,0.30128205128205127
Anglo-Chinese School (Junior),2017,2C,50,67,50,,1.34
Anglo-Chinese School (Primary),2017,2C,39,46,39,,1.1794871794871795
Angsana Primary School,2017,2C,121,9,9,,0.0743801652892562
Beacon Primary School,2017,2C,127,74,73,,0.5826771653543307
Bedok Green Primary School,2017,2C,84,56,56,,0.6666666666666666
Bendemeer Primary School,2017,2C,131,42,42,,0.32061068702290074
Blangah Rise Primary School,2017,2C,107,16,14,,0.14953271028037382
Boon Lay Garden Primary School,2017,2C,97,48,48,,0.4948453608247423
Bukit Panjang Primary School,2017,2C,75,96,75,,1.28
Bukit Timah Primary School,2017,2C,124,59,59,,0.47580645161290325
Bukit View Primary School,2017,2C,110,65,65,,0.5909090909090909
Canberra Primary School,2017,2C,47,90,47,,1.9148936170212767
Canossa Catholic Primary School,2017,2C,107,24,24,,0.22429906542056074
Cantonment Primary School,2017,2C,141,64,64,,0.45390070921985815
Casuarina Primary School,2017,2C,77,85,77,,1.103896103896104
Catholic High School (Primary),2017,2C,25,38,25,,1.52
Cedar Primary School,2017,2C,75,37,37,,0.49333333333333335
Changkat Primary School,2017,2C,121,59,59,,0.48760330578512395
CHIJ (Katong) Primary,2017,2C,102,56,55,,0.5490196078431373
CHIJ (Kellock),2017,2C,108,77,77,,0.7129629629629629
CHIJ Our Lady of Good Counsel,2017,2C,94,58,58,,0.6170212765957447
CHIJ Our Lady of the Nativity,2017,2C,93,100,93,,1.075268817204301
CHIJ Our Lady Queen of Peace,2017,2C,121,69,69,,0.5702479338842975
CHIJ Primary (Toa Payoh),2017,2C,38,57,38,,1.5
CHIJ St. Nicholas Girls' School,2017,2C,26,35,26,,1.3461538461538463
Chongfu School,2017,2C,53,97,53,,1.830188679245283
Chongzheng Primary School,2017,2C,72,84,72,,1.1666666666666667
Chua Chu Kang Primary School,2017,2C,93,129,93,,1.3870967741935485
Clementi Primary School,2017,2C,133,84,84,,0.631578947368421
Compassvale Primary School,2017,2C,120,139,120,,1.1583333333333334
Concord Primary School,2017,2C,86,97,86,,1.127906976744186
Corporation Primary School,2017,2C,131,67,67,,0.5114503816793893
Damai Primary School,2017,2C,69,28,27,,0.4057971014492754
Dazhong Primary School,2017,2C,77,35,35,,0.45454545454545453
De La Salle School,2017,2C,137,133,133,,0.9708029197080292
East Spring Primary School,2017,2C,109,65,65,,0.5963302752293578
Edgefield Primary School,2017,2C,172,90,90,,0.5232558139534884
Elias Park Primary School,2017,2C,114,119,114,,1.043859649122807
Endeavour Primary School,2017,2C,116,88,88,,0.7586206896551724
Eunos Primary School,2017,2C,109,26,25,,0.23853211009174313
Evergreen Primary School,2017,2C,109,109,109,,1.0
Fairfield Methodist School (Primary),2017,2C,34,47,34,,1.3823529411764706
Farrer Park Primary School,2017,2C,122,43,43,,0.3524590163934426
Fengshan Primary School,2017,2C,121,107,106,,0.8842975206611571
Fern Green Primary School,2017,2C,240,140,140,,0.5833333333333334
Fernvale Primary School,2017,2C,141,95,95,,0.6737588652482269
First Toa Payoh Primary School,2017,2C,132,18,18,,0.13636363636363635
Frontier Primary School,2017,2C,82,93,82,,1.1341463414634145
Fuchun Primary School,2017,2C,80,80,80,,1.0
Fuhua Primary School,2017,2C,85,61,61,,0.7176470588235294
Gan Eng Seng Primary School,2017,2C,107,39,39,,0.3644859813084112
Geylang Methodist School (Primary),2017,2C,152,140,140,,0.9210526315789473
Gongshang Primary School,2017,2C,44,62,44,,1.4090909090909092
Greendale Primary School,2017,2C,150,83,81,,0.5533333333333333
Greenridge Primary School,2017,2C,143,101,101,,0.7062937062937062
Greenwood Primary School,2017,2C,124,94,94,,0.7580645161290323
Guangyang Primary School,2017,2C,97,20,20,,0.20618556701030927
Haig Girls' School,2017,2C,105,86,85,,0.819047619047619
Henry Park Primary School,2017,2C,48,60,48,,1.25
Holy Innocents' Primary School,2017,2C,52,64,52,,1.2307692307692308
Hong Wen School,2017,2C,55,97,55,,1.7636363636363637
Horizon Primary School,2017,2C,117,147,117,,1.2564102564102564
Hougang Primary School,2017,2C,83,92,83,,1.108433734939759
Huamin Primary School,2017,2C,93,111,93,,1.1935483870967742
Innova Primary School,2017,2C,88,99,88,,1.125
Jiemin Primary School,2017,2C,77,88,77,,1.1428571428571428
Jing Shan Primary School,2017,2C,64,68,64,,1.0625
Junyuan Primary School,2017,2C,59,63,59,,1.0677966101694916
Jurong Primary School,2017,2C,90,88,88,,0.9777777777777777
Jurong West Primary School,2017,2C,74,89,74,,1.2027027027027026
Juying Primary School,2017,2C,126,19,18,,0.15079365079365079
Keming Primary School,2017,2C,92,131,92,,1.423913043478261
Kheng Cheng School,2017,2C,150,160,150,,1.0666666666666667
Kong Hwa School,2017,2C,48,56,48,,1.1666666666666667
Kranji Primary School,2017,2C,114,10,9,,0.08771929824561403
Kuo Chuan Presbyterian Primary School,2017,2C,86,93,86,,1.0813953488372092
Lakeside Primary School,2017,2C,109,117,109,,1.073394495412844
Lianhua Primary School,2017,2C,140,32,32,,0.22857142857142856
Maha Bodhi School,2017,2C,70,79,70,,1.1285714285714286
Maris Stella High School,2017,2C,59,68,59,,1.152542372881356
Marsiling Primary School,2017,2C,122,44,43,,0.36065573770491804
Marymount Convent School,2017,2C,143,72,72,,0.5034965034965035
Mayflower Primary School,2017,2C,121,52,52,,0.4297520661157025
Mee Toh School,2017,2C,119,170,119,,1.4285714285714286
Meridian Primary School,2017,2C,138,30,30,,0.21739130434782608
Methodist Girls' School (Primary),2017,2C,31,33,31,,1.064516129032258
Montfort Junior School,2017,2C,120,24,24,,0.2
Nan Chiau Primary School,2017,2C,72,203,72,,2.8194444444444446
Nan Hua Primary School,2017,2C,26,94,26,,3.6153846153846154
Nanyang Primary School,2017,2C,20,36,20,,1.8
Naval Base Primary School,2017,2C,148,72,72,,0.4864864864864865
New Town Primary School,2017,2C,152,55,55,,0.3618421052631579
Ngee Ann Primary School,2017,2C,87,92,87,,1.0574712643678161
North Spring Primary School,2017,2C,138,63,63,,0.45652173913043476
North View Primary School,2017,2C,107,89,88,,0.8317757009345794
North Vista Primary School,2017,2C,162,88,88,,0.5432098765432098
Northland Primary School,2017,2C,51,200,51,,3.9215686274509802
Northoaks Primary School,2017,2C,142,49,49,,0.34507042253521125
Oasis Primary School,2017,2C,170,169,39,,0.9941176470588236
Opera Estate Primary School,2017,2C,94,73,73,,0.776595744680851
Palm View Primary School,2017,2C,131,104,104,,0.7938931297709924
Park View Primary School,2017,2C,143,47,46,,0.32867132867132864
Pasir Ris Primary School,2017,2C,69,90,69,,1.3043478260869565
Paya Lebar Methodist Girls' School (Primary),2017,2C,90,116,90,,1.288888888888889
Pei Chun Public School,2017,2C,64,68,64,,1.0625
Pei Hwa Presbyterian Primary School,2017,2C,45,62,45,,1.3777777777777778
Pei Tong Primary School,2017,2C,158,54,54,,0.34177215189873417
Peiying Primary School,2017,2C,112,50,50,,0.44642857142857145
Pioneer Primary School,2017,2C,73,62,62,,0.8493150684931506
Poi Ching School,2017,2C,68,106,68,,1.5588235294117647
Princess Elizabeth Primary School,2017,2C,71,114,71,,1.6056338028169015
Punggol Cove Primary School,2017,2C,261,144,144,,0.5517241379310345
Punggol Green Primary School,2017,2C,167,263,167,,1.5748502994011977
Punggol Primary School,2017,2C,114,121,114,,1.0614035087719298
Punggol View Primary School,2017,2C,146,154,146,,1.0547945205479452
Qifa Primary School,2017,2C,109,122,109,,1.1192660550458715
Qihua Primary School,2017,2C,128,57,55,,0.4453125
Queenstown Primary School,2017,2C,167,100,100,,0.5988023952095808
Radin Mas Primary School,2017,2C,48,57,48,,1.1875
Raffles Girls' Primary School,2017,2C,111,142,111,,1.2792792792792793
Red Swastika School,2017,2C,33,58,33,,1.7575757575757576
River Valley Primary School,2017,2C,98,117,98,,1.1938775510204083
Riverside Primary School,2017,2C,107,124,107,,1.158878504672897
Rivervale Primary School,2017,2C,124,141,124,,1.1370967741935485
Rosyth School,2017,2C,27,86,27,,3.185185185185185
Rulang Primary School,2017,2C,55,76,55,,1.3818181818181818
Sembawang Primary School,2017,2C,124,72,72,,0.5806451612903226
Seng Kang Primary School,2017,2C,172,61,61,,0.3546511627906977
Sengkang Green Primary School,2017,2C,102,226,102,,2.215686274509804
Shuqun Primary School,2017,2C,93,113,93,,1.2150537634408602
Si Ling Primary School,2017,2C,130,29,28,,0.2230769230769231
Singapore Chinese Girls' Primary School,2017,2C,55,62,55,,1.1272727272727272
South View Primary School,2017,2C,58,135,58,,2.3275862068965516
Springdale Primary School,2017,2C,131,122,122,,0.9312977099236641
St. Andrew's Junior School,2017,2C,61,79,61,,1.2950819672131149
St. Anthony's Canossian Primary School,2017,2C,89,72,71,,0.8089887640449438
St. Anthony's Primary School,2017,2C,90,107,90,,1.1888888888888889
St. Gabriel's Primary School,2017,2C,79,57,57,,0.7215189873417721
St. Hilda's Primary School,2017,2C,34,84,34,,2.4705882352941178
St. Joseph's Institution Junior,2017,2C,58,74,58,,1.2758620689655173
St. Margaret's Primary School,2017,2C,99,111,99,,1.121212121212121
St. Stephen's School,2017,2C,120,52,52,,0.43333333333333335
Stamford Primary School,2017,2C,112,29,28,,0.25892857142857145
Tampines North Primary School,2017,2C,118,79,78,,0.6694915254237288
Tampines Primary School,2017,2C,81,92,81,,1.1358024691358024
Tanjong Katong Primary School,2017,2C,147,97,95,,0.6598639455782312
Tao Nan School,2017,2C,44,59,44,,1.3409090909090908
Teck Ghee Primary School,2017,2C,88,122,88,,1.3863636363636365
Teck Whye Primary School,2017,2C,133,27,27,,0.20300751879699247
Telok Kurau Primary School,2017,2C,94,66,66,,0.7021276595744681
Temasek Primary School,2017,2C,50,71,50,,1.42
Townsville Primary School,2017,2C,129,53,53,,0.4108527131782946
Unity Primary School,2017,2C,106,95,94,,0.8962264150943396
Waterway Primary School,2017,2C,275,187,187,,0.68
Wellington Primary School,2017,2C,105,89,87,,0.8476190476190476
West Grove Primary School,2017,2C,78,98,78,,1.2564102564102564
West Spring Primary School,2017,2C,132,169,132,,1.2803030303030303
West View Primary School,2017,2C,98,44,43,,0.4489795918367347
Westwood Primary School,2017,2C,119,150,119,,1.2605042016806722
White Sands Primary School,2017,2C,52,66,52,,1.2692307692307692
Woodgrove Primary School,2017,2C,101,94,94,,0.9306930693069307
Woodlands Primary School,2017,2C,101,107,101,,1.0594059405940595
Woodlands Ring Primary School,2017,2C,113,80,80,,0.7079646017699115
Xinghua Primary School,2017,2C,103,37,37,,0.3592233009708738
Xingnan Primary School,2017,2C,65,75,65,,1.1538461538461537
Xinmin Primary School,2017,2C,90,94,90,,1.0444444444444445
Xishan Primary School,2017,2C,117,38,38,,0.3247863247863248
Yangzheng Primary School,2017,2C,82,100,82,,1.2195121951219512
Yew Tee Primary School,2017,2C,105,83,83,,0.7904761904761904
Yio Chu Kang Primary School,2017,2C,111,38,38,,0.34234234234234234
Yishun Primary School,2017,2C,130,58,58,,0.4461538461538462
Yu Neng Primary School,2017,2C,51,63,51,,1.2352941176470589
Yuhua Primary School,2017,2C,88,40,40,,0.45454545454545453
Yumin Primary School,2017,2C,74,28,28,,0.3783783783783784
Zhangde Primary School,2017,2C,100,109,100,,1.09
Zhenghua Primary School,2017,2C,113,88,85,,0.7787610619469026
Zhonghua Primary School,2017,2C,100,17,17,,0.17
Admiralty Primary School,2018,2C,46,87,46,,1.891304347826087
Ahmad Ibrahim Primary School,2018,2C,147,50,50,,0.3401360544217687
Ai Tong School,2018,2C,22,60,22,,2.727272727272727
Alexandra Primary School,2018,2C,113,128,113,,1.1327433628318584
Anchor Green Primary School,2018,2C,169,69,68,,0.40828402366863903
Anderson Primary School,2018,2C,32,35,32,,1.09375
Ang Mo Kio Primary School,2018,2C,128,58,58,,0.453125
Anglo-Chinese School (Junior),2018,2C,41,52,41,,1.2682926829268293
Anglo-Chinese School (Primary),2018,2C,32,45,32,,1.40625
Angsana Primary School,2018,2C,175,14,14,,0.08
Beacon Primary School,2018,2C,155,70,68,,0.45161290322580644
Bedok Green Primary School,2018,2C,164,64,64,,0.3902439024390244
Bendemeer Primary School,2018,2C,131,63,63,,0.48091603053435117
Blangah Rise Primary School,2018,2C,92,17,17,,0.18478260869565216
Boon Lay Garden Primary School,2018,2C,173,62,62,,0.3583815028901734
Bukit Panjang Primary School,2018,2C,71,86,71,,1.2112676056338028
Bukit Timah Primary School,2018,2C,165,86,86,,0.5212121212121212
Bukit View Primary School,2018,2C,150,56,56,,0.37333333333333335
Canberra Primary School,2018,2C,44,126,44,,2.8636363636363638
Canossa Catholic Primary School,2018,2C,81,53,53,,0.654320987654321
Cantonment Primary School,2018,2C,144,85,85,,0.5902777777777778
Casuarina Primary School,2018,2C,80,88,80,,1.1
Catholic High School (Primary),2018,2C,23,51,23,,2.217391304347826
Cedar Primary School,2018,2C,122,39,38,,0.319672131147541
Changkat Primary School,2018,2C,115,68,67,,0.591304347826087
CHIJ (Katong) Primary,2018,2C,89,80,80,,0.898876404494382
CHIJ (Kellock),2018,2C,95,101,95,,1.063157894736842
CHIJ Our Lady of Good Counsel,2018,2C,84,68,68,,0.8095238095238095
CHIJ Our Lady of the Nativity,2018,2C,95,106,95,,1.1157894736842104
CHIJ Our Lady Queen of Peace,2018,2C,111,70,70,,0.6306306306306306
CHIJ Primary (Toa Payoh),2018,2C,49,64,49,,1.3061224489795917
CHIJ St. Nicholas Girls' School,2018,2C,21,38,21,,1.8095238095238095
Chongfu School,2018,2C,37,123,37,,3.324324324324324
Chongzheng Primary School,2018,2C,47,64,47,,1.3617021276595744
Chua Chu Kang Primary School,2018,2C,103,164,103,,1.5922330097087378
Clementi Primary School,2018,2C,107,108,107,,1.0093457943925233
Compassvale Primary School,2018,2C,95,137,95,,1.4421052631578948
Concord Primary School,2018,2C,99,107,99,,1.0808080808080809
Corporation Primary School,2018,2C,158,89,89,,0.5632911392405063
Damai Primary School,2018,2C,165,34,33,,0.20606060606060606
Dazhong Primary School,2018,2C,153,39,38,,0.2549019607843137
De La Salle School,2018,2C,124,112,112,,0.9032258064516129
East Spring Primary School,2018,2C,103,69,68,,0.6699029126213593
Edgefield Primary School,2018,2C,174,72,72,,0.41379310344827586
Elias Park Primary School,2018,2C,93,112,93,,1.2043010752688172
Endeavour Primary School,2018,2C,139,102,102,,0.7338129496402878
Eunos Primary School,2018,2C,105,27,27,,0.2571428571428571
Evergreen Primary School,2018,2C,92,85,85,,0.9239130434782609
Fairfield Methodist School (Primary),2018,2C,35,61,35,,1.7428571428571429
Farrer Park Primary School,2018,2C,140,34,32,,0.24285714285714285
Fengshan Primary School,2018,2C,102,115,102,,1.1274509803921569
Fern Green Primary School,2018,2C,276,216,216,,0.782608695652174
Fernvale Primary School,2018,2C,173,78,78,,0.4508670520231214
First Toa Payoh Primary School,2018,2C,127,17,17,,0.13385826771653545
Frontier Primary School,2018,2C,25,47,25,,1.88
Fuchun Primary School,2018,2C,115,72,72,,0.6260869565217392
Fuhua Primary School,2018,2C,141,89,89,,0.6312056737588653
Gan Eng Seng Primary School,2018,2C,100,44,44,,0.44
Geylang Methodist School (Primary),2018,2C,136,151,136,,1.1102941176470589
Gongshang Primary School,2018,2C,26,58,26,,2.230769230769231
Greendale Primary School,2018,2C,237,43,43,,0.18143459915611815
Greenridge Primary School,2018,2C,118,89,89,,0.7542372881355932
Greenwood Primary School,2018,2C,140,141,140,,1.0071428571428571
Guangyang Primary School,2018,2C,125,29,29,,0.232
Haig Girls' School,2018,2C,93,106,93,,1.1397849462365592
Henry Park Primary School,2018,2C,25,35,25,,1.4
Holy Innocents' Primary School,2018,2C,29,64,29,,2.206896551724138
Hong Wen School,2018,2C,28,117,28,,4.178571428571429
Horizon Primary School,2018,2C,181,191,181,,1.0552486187845305
Hougang Primary School,2018,2C,70,102,70,,1.457142857142857
Huamin Primary School,2018,2C,119,159,119,,1.3361344537815125
Innova Primary School,2018,2C,107,107,107,,1.0
Jiemin Primary School,2018,2C,87,92,87,,1.0574712643678161
Jing Shan Primary School,2018,2C,52,78,52,,1.5
Junyuan Primary School,2018,2C,40,57,40,,1.425
Jurong Primary School,2018,2C,52,55,52,,1.0576923076923077
Jurong West Primary School,2018,2C,92,105,92,,1.141304347826087
Juying Primary School,2018,2C,161,18,18,,0.11180124223602485
Keming Primary School,2018,2C,64,110,64,,1.71875
Kheng Cheng School,2018,2C,116,133,116,,1.146551724137931
Kong Hwa School,2018,2C,24,53,24,,2.2083333333333335
Kranji Primary School,2018,2C,113,16,15,,0.1415929203539823
Kuo Chuan Presbyterian Primary School,2018,2C,43,56,43,,1.302325581395349
Lakeside Primary School,2018,2C,75,106,75,,1.4133333333333333
Lianhua Primary School,2018,2C,156,44,44,,0.28205128205128205
Maha Bodhi School,2018,2C,31,44,31,,1.4193548387096775
Maris Stella High School,2018,2C,43,62,43,,1.441860465116279
Marsiling Primary School,2018,2C,191,47,47,,0.24607329842931938
Marymount Convent School,2018,2C,132,121,121,,0.9166666666666666
Mayflower Primary School,2018,2C,123,62,62,,0.5040650406504065
Mee Toh School,2018,2C,102,206,102,,2.019607843137255
Meridian Primary School,2018,2C,134,33,33,,0.2462686567164179
Methodist Girls' School (Primary),2018,2C,30,34,30,,1.1333333333333333
Montfort Junior School,2018,2C,82,43,41,,0.524390243902439
Nan Chiau Primary School,2018,2C,52,203,52,,3.9038461538461537
Nan Hua Primary School,2018,2C,32,87,32,,2.71875
Nanyang Primary School,2018,2C,20,56,20,,2.8
Naval Base Primary School,2018,2C,132,132,132,,1.0
New Town Primary School,2018,2C,176,45,45,,0.2556818181818182
Ngee Ann Primary School,2018,2C,75,98,75,,1.3066666666666666
North Spring Primary School,2018,2C,203,70,70,,0.3448275862068966
North View Primary School,2018,2C,82,101,82,,1.2317073170731707
North Vista Primary School,2018,2C,157,110,110,,0.7006369426751592
Northland Primary School,2018,2C,32,194,32,,6.0625
Northoaks Primary School,2018,2C,175,33,33,,0.18857142857142858
Oasis Primary School,2018,2C,237,137,137,,0.5780590717299579
Opera Estate Primary School,2018,2C,87,64,64,,0.735632183908046
Palm View Primary School,2018,2C,137,139,137,,1.0145985401459854
Park View Primary School,2018,2C,133,66,66,,0.49624060150375937
Pasir Ris Primary School,2018,2C,42,70,42,,1.6666666666666667
Paya Lebar Methodist Girls' School (Primary),2018,2C,69,93,69,,1.3478260869565217
Pei Chun Public School,2018,2C,24,50,24,,2.0833333333333335
Pei Hwa Presbyterian Primary School,2018,2C,27,47,27,,1.7407407407407407
Pei Tong Primary School,2018,2C,165,58,58,,0.3515151515151515
Peiying Primary School,2018,2C,141,46,46,,0.3262411347517731
Pioneer Primary School,2018,2C,115,51,51,,0.4434782608695652
Poi Ching School,2018,2C,59,158,59,,2.6779661016949152
Princess Elizabeth Primary School,2018,2C,68,163,68,,2.3970588235294117
Punggol Cove Primary School,2018,2C,223,183,181,,0.820627802690583
Punggol Green Primary School,2018,2C,114,243,114,,2.1315789473684212
Punggol Primary School,2018,2C,110,149,110,,1.3545454545454545
Punggol View Primary School,2018,2C,157,157,157,,1.0
Qifa Primary School,2018,2C,84,106,84,,1.2619047619047619
Qihua Primary School,2018,2C,167,67,67,,0.40119760479041916
Queenstown Primary School,2018,2C,143,172,143,,1.2027972027972027
Radin Mas Primary School,2018,2C,26,63,26,,2.423076923076923
Raffles Girls' Primary School,2018,2C,114,164,114,,1.4385964912280702
Red Swastika School,2018,2C,29,74,29,,2.5517241379310347
River Valley Primary School,2018,2C,68,83,68,,1.2205882352941178
Riverside Primary School,2018,2C,65,109,65,,1.676923076923077
Rivervale Primary School,2018,2C,72,143,72,,1.9861111111111112
Rosyth School,2018,2C,21,100,21,,4.761904761904762
Rulang Primary School,2018,2C,29,91,29,,3.1379310344827585
