School,Year,Phase,Vacancy,Applied,Taken,Balloting,Application Rate
Greenridge Primary School,2010,1,270,116,116,,0.42962962962962964
Greenwood Primary School,2010,1,270,137,137,,0.5074074074074074
Guangyang Primary School,2010,1,150,21,21,,0.14
Haig Girls' School,2010,1,180,41,41,,0.22777777777777777
Henry Park Primary School,2010,1,330,135,135,,0.4090909090909091
Holy Innocents' Primary School,2010,1,300,121,121,,0.4033333333333333
Hong Wen School,2010,1,210,69,69,,0.32857142857142857
Horizon Primary School,2010,1,270,9,9,,0.03333333333333333
Hougang Primary School,2010,1,240,109,109,,0.45416666666666666
Huamin Primary School,2010,1,180,58,58,,0.32222222222222224
Innova Primary School,2010,1,240,89,89,,0.37083333333333335
Jiemin Primary School,2010,1,180,91,91,,0.5055555555555555
Jing Shan Primary School,2010,1,180,47,47,,0.2611111111111111
Junyuan Primary School,2010,1,180,60,60,,0.3333333333333333
Jurong Primary School,2010,1,270,124,124,,0.45925925925925926
Jurong West Primary School,2010,1,270,103,103,,0.3814814814814815
Juying Primary School,2010,1,210,71,71,,0.3380952380952381
Keming Primary School,2010,1,210,98,98,,0.4666666666666667
Kheng Cheng School,2010,1,240,90,90,,0.375
Kong Hwa School,2010,1,270,112,112,,0.4148148148148148
Kranji Primary School,2010,1,270,78,78,,0.28888888888888886
Kuo Chuan Presbyterian Primary School,2010,1,240,99,99,,0.4125
Lakeside Primary School,2010,1,300,134,134,,0.44666666666666666
Lianhua Primary School,2010,1,210,69,69,,0.32857142857142857
Maha Bodhi School,2010,1,330,147,147,,0.44545454545454544
Maris Stella High School,2010,1,320,87,87,,0.271875
Marsiling Primary School,2010,1,270,57,57,,0.2111111111111111
Marymount Convent School,2010,1,240,56,56,,0.23333333333333334
Mayflower Primary School,2010,1,210,65,65,,0.30952380952380953
Mee Toh School,2010,1,300,128,128,,0.4266666666666667
Meridian Primary School,2010,1,210,64,64,,0.3047619047619048
Methodist Girls' School (Primary),2010,1,210,69,69,,0.32857142857142857
Montfort Junior School,2010,1,240,42,42,,0.175
Nan Chiau Primary School,2010,1,300,131,131,,0.43666666666666665
Nan Hua Primary School,2010,1,240,102,102,,0.425
Nanyang Primary School,2010,1,390,179,179,,0.45897435897435895
Naval Base Primary School,2010,1,210,43,43,,0.20476190476190476
New Town Primary School,2010,1,240,63,63,,0.2625
Ngee Ann Primary School,2010,1,240,85,85,,0.3541666666666667
North Spring Primary School,2010,1,240,80,80,,0.3333333333333333
North View Primary School,2010,1,180,60,60,,0.3333333333333333
North Vista Primary School,2010,1,270,80,80,,0.2962962962962963
Northland Primary School,2010,1,240,107,107,,0.44583333333333336
Opera Estate Primary School,2010,1,180,34,34,,0.18888888888888888
Park View Primary School,2010,1,180,53,53,,0.29444444444444445
Pasir Ris Primary School,2010,1,180,87,87,,0.48333333333333334
Paya Lebar Methodist Girls' School (Primary),2010,1,270,68,68,,0.2518518518518518
Pei Chun Public School,2010,1,360,158,158,,0.4388888888888889
Pei Hwa Presbyterian Primary School,2010,1,330,173,173,,0.5242424242424243
Pei Tong Primary School,2010,1,240,51,51,,0.2125
Peiying Primary School,2010,1,180,62,62,,0.34444444444444444
Pioneer Primary School,2010,1,270,111,111,,0.4111111111111111
Poi Ching School,2010,1,270,108,108,,0.4
Princess Elizabeth Primary School,2010,1,210,128,128,,0.6095238095238096
Punggol Primary School,2010,1,240,93,93,,0.3875
Qifa Primary School,2010,1,210,84,84,,0.4
Qihua Primary School,2010,1,270,107,107,,0.3962962962962963
Queenstown Primary School,2010,1,210,79,79,,0.3761904761904762
Radin Mas Primary School,2010,1,240,98,98,,0.4083333333333333
Raffles Girls' Primary School,2010,1,300,90,90,,0.3
Red Swastika School,2010,1,270,119,119,,0.44074074074074077
River Valley Primary School,2010,1,240,106,106,,0.44166666666666665
Rivervale Primary School,2010,1,210,92,92,,0.4380952380952381
Rosyth School,2010,1,330,137,137,,0.41515151515151516
Rulang Primary School,2010,1,300,132,132,,0.44
Sembawang Primary School,2010,1,240,77,77,,0.32083333333333336
Seng Kang Primary School,2010,1,240,85,85,,0.3541666666666667
Shuqun Primary School,2010,1,300,124,124,,0.41333333333333333
Si Ling Primary School,2010,1,270,65,65,,0.24074074074074073
Singapore Chinese Girls' Primary School,2010,1,200,56,56,,0.28
South View Primary School,2010,1,300,157,157,,0.5233333333333333
St. Andrew's Junior School,2010,1,240,49,49,,0.20416666666666666
St. Anthony's Canossian Primary School,2010,1,210,54,54,,0.2571428571428571
St. Anthony's Primary School,2010,1,270,95,95,,0.35185185185185186
St. Gabriel's Primary School,2010,1,150,35,35,,0.23333333333333334
St. Hilda's Primary School,2010,1,270,141,141,,0.5222222222222223
St. Joseph's Institution Junior,2010,1,240,55,55,,0.22916666666666666
St. Margaret's Primary School,2010,1,210,52,52,,0.24761904761904763
St. Stephen's School,2010,1,210,39,39,,0.18571428571428572
Stamford Primary School,2010,1,180,43,43,,0.2388888888888889
Tampines North Primary School,2010,1,210,91,91,,0.43333333333333335
Tampines Primary School,2010,1,210,71,71,,0.3380952380952381
Tanjong Katong Primary School,2010,1,270,109,109,,0.40370370370370373
Tao Nan School,2010,1,360,158,158,,0.4388888888888889
Teck Ghee Primary School,2010,1,210,57,57,,0.2714285714285714
Teck Whye Primary School,2010,1,240,48,48,,0.2
Telok Kurau Primary School,2010,1,210,95,95,,0.4523809523809524
Temasek Primary School,2010,1,270,106,106,,0.3925925925925926
Townsville Primary School,2010,1,240,81,81,,0.3375
Unity Primary School,2010,1,210,86,86,,0.4095238095238095
Wellington Primary School,2010,1,240,87,87,,0.3625
West Grove Primary School,2010,1,300,143,143,,0.4766666666666667
West View Primary School,2010,1,270,77,77,,0.2851851851851852
White Sands Primary School,2010,1,180,69,69,,0.38333333333333336
Woodgrove Primary School,2010,1,270,133,133,,0.4925925925925926
Woodlands Primary School,2010,1,270,115,115,,0.42592592592592593
Woodlands Ring Primary School,2010,1,240,106,106,,0.44166666666666665
Xinghua Primary School,2010,1,210,50,50,,0.23809523809523808
Xingnan Primary School,2010,1,300,99,99,,0.33
Xinmin Primary School,2010,1,210,105,105,,0.5
Xishan Primary School,2010,1,180,53,53,,0.29444444444444445
Yangzheng Primary School,2010,1,210,81,81,,0.38571428571428573
Yew Tee Primary School,2010,1,240,107,107,,0.44583333333333336
Yio Chu Kang Primary School,2010,1,180,59,59,,0.3277777777777778
Yishun Primary School,2010,1,210,68,68,,0.3238095238095238
Yu Neng Primary School,2010,1,180,100,100,,0.5555555555555556
Yuhua Primary School,2010,1,270,74,74,,0.2740740740740741
Yumin Primary School,2010,1,180,65,65,,0.3611111111111111
Zhangde Primary School,2010,1,240,98,98,,0.4083333333333333
Zhenghua Primary School,2010,1,300,129,129,,0.43
Zhonghua Primary School,2010,1,210,42,42,,0.2
Admiralty Primary School,2011,1,240,134,134,,0.5583333333333333
Ahmad Ibrahim Primary School,2011,1,180,54,54,,0.3
Ai Tong School,2011,1,330,144,144,,0.43636363636363634
Anchor Green Primary School,2011,1,270,88,88,,0.32592592592592595
Anderson Primary School,2011,1,210,97,97,,0.46190476190476193
Ang Mo Kio Primary School,2011,1,210,65,65,,0.30952380952380953
Anglo-Chinese School (Junior),2011,1,270,68,68,,0.2518518518518518
Anglo-Chinese School (Primary),2011,1,240,63,63,,0.2625
Angsana Primary School,2011,1,180,36,36,,0.2
Beacon Primary School,2011,1,240,116,116,,0.48333333333333334
Bedok Green Primary School,2011,1,210,69,69,,0.32857142857142857
Bendemeer Primary School,2011,1,150,38,38,,0.25333333333333335
Blangah Rise Primary School,2011,1,180,28,28,,0.15555555555555556
Boon Lay Garden Primary School,2011,1,270,76,76,,0.2814814814814815
Bukit Panjang Primary School,2011,1,270,121,121,,0.44814814814814813
Bukit Timah Primary School,2011,1,180,40,40,,0.2222222222222222
Bukit View Primary School,2011,1,210,67,67,,0.319047619047619
Canberra Primary School,2011,1,270,130,130,,0.48148148148148145
Canossa Catholic Primary School,2011,1,120,24,24,,0.2
Cantonment Primary School,2011,1,210,19,19,,0.09047619047619047
Casuarina Primary School,2011,1,180,78,78,,0.43333333333333335
Catholic High School (Primary),2011,1,240,71,71,,0.29583333333333334
Cedar Primary School,2011,1,120,42,42,,0.35
Changkat Primary School,2011,1,180,59,59,,0.3277777777777778
CHIJ (Katong) Primary,2011,1,240,46,46,,0.19166666666666668
CHIJ (Kellock),2011,1,200,43,43,,0.215
CHIJ Our Lady of Good Counsel,2011,1,150,37,37,,0.24666666666666667
CHIJ Our Lady of the Nativity,2011,1,240,52,52,,0.21666666666666667
CHIJ Our Lady Queen of Peace,2011,1,180,46,46,,0.25555555555555554
CHIJ Primary (Toa Payoh),2011,1,210,57,57,,0.2714285714285714
CHIJ St. Nicholas Girls' School,2011,1,210,67,67,,0.319047619047619
Chongfu School,2011,1,300,122,122,,0.4066666666666667
Chongzheng Primary School,2011,1,180,78,78,,0.43333333333333335
Chua Chu Kang Primary School,2011,1,240,88,88,,0.36666666666666664
Clementi Primary School,2011,1,240,80,80,,0.3333333333333333
Compassvale Primary School,2011,1,240,73,73,,0.30416666666666664
Concord Primary School,2011,1,210,86,86,,0.4095238095238095
Corporation Primary School,2011,1,240,34,34,,0.14166666666666666
Damai Primary School,2011,1,180,29,29,,0.16111111111111112
Dazhong Primary School,2011,1,180,42,42,,0.23333333333333334
De La Salle School,2011,1,270,106,106,,0.3925925925925926
East Spring Primary School,2011,1,180,76,76,,0.4222222222222222
Edgefield Primary School,2011,1,270,133,133,,0.4925925925925926
Elias Park Primary School,2011,1,180,77,77,,0.42777777777777776
Endeavour Primary School,2011,1,210,110,110,,0.5238095238095238
Eunos Primary School,2011,1,210,48,48,,0.22857142857142856
Evergreen Primary School,2011,1,240,117,117,,0.4875
Fairfield Methodist School (Primary),2011,1,270,111,111,,0.4111111111111111
Farrer Park Primary School,2011,1,180,19,19,,0.10555555555555556
Fengshan Primary School,2011,1,210,103,103,,0.49047619047619045
Fernvale Primary School,2011,1,270,89,89,,0.3296296296296296
First Toa Payoh Primary School,2011,1,210,31,31,,0.14761904761904762
Frontier Primary School,2011,1,240,0,0,,0.0
Fuchun Primary School,2011,1,270,121,121,,0.44814814814814813
Fuhua Primary School,2011,1,270,99,99,,0.36666666666666664
Gan Eng Seng Primary School,2011,1,240,91,91,,0.37916666666666665
Geylang Methodist School (Primary),2011,1,270,111,111,,0.4111111111111111
Gongshang Primary School,2011,1,240,99,99,,0.4125
Greendale Primary School,2011,1,270,97,97,,0.3592592592592593
Greenridge Primary School,2011,1,270,126,126,,0.4666666666666667
Greenwood Primary School,2011,1,240,140,140,,0.5833333333333334
Guangyang Primary School,2011,1,180,19,19,,0.10555555555555556
Haig Girls' School,2011,1,180,42,42,,0.23333333333333334
Henry Park Primary School,2011,1,300,142,142,,0.47333333333333333
Holy Innocents' Primary School,2011,1,270,109,109,,0.40370370370370373
Hong Wen School,2011,1,210,77,77,,0.36666666666666664
Horizon Primary School,2011,1,330,51,51,,0.15454545454545454
Hougang Primary School,2011,1,240,106,106,,0.44166666666666665
Huamin Primary School,2011,1,180,61,61,,0.3388888888888889
Innova Primary School,2011,1,240,112,112,,0.4666666666666667
Jiemin Primary School,2011,1,180,79,79,,0.4388888888888889
Jing Shan Primary School,2011,1,180,59,59,,0.3277777777777778
Junyuan Primary School,2011,1,210,68,68,,0.3238095238095238
Jurong Primary School,2011,1,270,111,111,,0.4111111111111111
Jurong West Primary School,2011,1,270,96,96,,0.35555555555555557
Juying Primary School,2011,1,240,81,81,,0.3375
Keming Primary School,2011,1,210,82,82,,0.3904761904761905
Kheng Cheng School,2011,1,240,74,74,,0.30833333333333335
Kong Hwa School,2011,1,270,128,128,,0.4740740740740741
Kranji Primary School,2011,1,240,81,81,,0.3375
Kuo Chuan Presbyterian Primary School,2011,1,240,80,80,,0.3333333333333333
Lakeside Primary School,2011,1,270,107,107,,0.3962962962962963
Lianhua Primary School,2011,1,210,61,61,,0.2904761904761905
Maha Bodhi School,2011,1,330,125,125,,0.3787878787878788
Maris Stella High School,2011,1,300,81,81,,0.27
Marsiling Primary School,2011,1,270,70,70,,0.25925925925925924
Marymount Convent School,2011,1,240,44,44,,0.18333333333333332
Mayflower Primary School,2011,1,240,68,68,,0.2833333333333333
Mee Toh School,2011,1,300,124,124,,0.41333333333333333
Meridian Primary School,2011,1,210,65,65,,0.30952380952380953
Methodist Girls' School (Primary),2011,1,210,62,62,,0.29523809523809524
Montfort Junior School,2011,1,210,32,32,,0.1523809523809524
Nan Chiau Primary School,2011,1,300,124,124,,0.41333333333333333
Nan Hua Primary School,2011,1,240,109,109,,0.45416666666666666
Nanyang Primary School,2011,1,390,200,200,,0.5128205128205128
Naval Base Primary School,2011,1,210,51,51,,0.24285714285714285
New Town Primary School,2011,1,240,67,67,,0.2791666666666667
Ngee Ann Primary School,2011,1,240,87,87,,0.3625
North Spring Primary School,2011,1,270,69,69,,0.25555555555555554
North View Primary School,2011,1,180,54,54,,0.3
North Vista Primary School,2011,1,270,70,70,,0.25925925925925924
Northland Primary School,2011,1,240,120,120,,0.5
Opera Estate Primary School,2011,1,180,36,36,,0.2
Park View Primary School,2011,1,180,57,57,,0.31666666666666665
Pasir Ris Primary School,2011,1,180,93,93,,0.5166666666666667
Paya Lebar Methodist Girls' School (Primary),2011,1,270,65,65,,0.24074074074074073
Pei Chun Public School,2011,1,360,137,137,,0.38055555555555554
Pei Hwa Presbyterian Primary School,2011,1,300,158,158,,0.5266666666666666
Pei Tong Primary School,2011,1,240,74,74,,0.30833333333333335
Peiying Primary School,2011,1,180,56,56,,0.3111111111111111
Pioneer Primary School,2011,1,270,109,109,,0.40370370370370373
Poi Ching School,2011,1,240,104,104,,0.43333333333333335
Princess Elizabeth Primary School,2011,1,210,115,115,,0.5476190476190477
Punggol Primary School,2011,1,210,83,83,,0.3952380952380952
Qifa Primary School,2011,1,210,76,76,,0.3619047619047619
Qihua Primary School,2011,1,270,92,92,,0.34074074074074073
Queenstown Primary School,2011,1,210,54,54,,0.2571428571428571
Radin Mas Primary School,2011,1,240,79,79,,0.32916666666666666
Raffles Girls' Primary School,2011,1,270,85,85,,0.3148148148148148
Red Swastika School,2011,1,240,118,118,,0.49166666666666664
River Valley Primary School,2011,1,240,78,78,,0.325
Rivervale Primary School,2011,1,240,107,107,,0.44583333333333336
Rosyth School,2011,1,300,168,168,,0.56
Rulang Primary School,2011,1,270,138,138,,0.5111111111111111
Sembawang Primary School,2011,1,300,70,70,,0.23333333333333334
Seng Kang Primary School,2011,1,240,77,77,,0.32083333333333336
Shuqun Primary School,2011,1,270,127,127,,0.4703703703703704
Si Ling Primary School,2011,1,270,72,72,,0.26666666666666666
Singapore Chinese Girls' Primary School,2011,1,200,52,52,,0.26
South View Primary School,2011,1,270,145,145,,0.5370370370370371
St. Andrew's Junior School,2011,1,240,61,61,,0.25416666666666665
