School,Year,Phase,Vacancy,Applied,Taken,Balloting,Application Rate
Jiemin Primary School,2019,1,140,64,64,,0.457142857
Jing Shan Primary School,2019,1,110,49,49,,0.445454545
Junyuan Primary School,2019,1,140,93,93,,0.664285714
Jurong Primary School,2019,1,140,84,84,,0.6
Jurong West Primary School,2019,1,140,73,73,,0.521428571
Juying Primary School,2019,1,50,23,23,,0.46
Keming Primary School,2019,1,170,99,99,,0.582352941
Kheng Cheng School,2019,1,200,71,71,,0.355
Kong Hwa School,2019,1,230,106,106,,0.460869565
Kranji Primary School,2019,1,110,24,24,,0.218181818
Kuo Chuan Presbyterian Primary School,2019,1,200,111,111,,0.555
Lakeside Primary School,2019,1,200,92,92,,0.46
Lianhua Primary School,2019,1,140,37,37,,0.264285714
Maha Bodhi School,2019,1,290,130,130,,0.448275862
Maris Stella High School,2019,1,230,63,63,,0.273913043
Marsiling Primary School,2019,1,140,63,63,,0.45
Marymount Convent School,2019,1,170,37,37,,0.217647059
Mayflower Primary School,2019,1,140,40,40,,0.285714286
Mee Toh School,2019,1,280,109,109,,0.389285714
Meridian Primary School,2019,1,110,25,25,,0.227272727
Methodist Girls' School (Primary),2019,1,170,62,62,,0.364705882
Montfort Junior School,2019,1,80,13,13,,0.1625
Nan Chiau Primary School,2019,1,260,144,144,,0.553846154
Nan Hua Primary School,2019,1,200,108,108,,0.54
Nanyang Primary School,2019,1,350,194,194,,0.554285714
Naval Base Primary School,2019,1,200,69,69,,0.345
New Town Primary School,2019,1,170,42,42,,0.247058824
Ngee Ann Primary School,2019,1,200,80,80,,0.4
North Spring Primary School,2019,1,170,69,69,,0.405882353
North View Primary School,2019,1,140,80,80,,0.571428571
North Vista Primary School,2019,1,200,79,79,,0.395
Northland Primary School,2019,1,200,88,88,,0.44
Northoaks Primary School,2019,1,200,45,45,,0.225
Oasis Primary School,2019,1,240,107,107,,0.445833333
Opera Estate Primary School,2019,1,110,61,61,,0.554545455
Palm View Primary School,2019,1,200,94,94,,0.47
Park View Primary School,2019,1,110,41,41,,0.372727273
Pasir Ris Primary School,2019,1,140,87,87,,0.621428571
Paya Lebar Methodist Girls' School (Primary),2019,1,230,61,61,,0.265217391
Pei Chun Public School,2019,1,260,125,125,,0.480769231
Pei Hwa Presbyterian Primary School,2019,1,184,116,116,,0.630434783
Pei Tong Primary School,2019,1,200,62,62,,0.31
Peiying Primary School,2019,1,140,56,56,,0.4
Pioneer Primary School,2019,1,140,40,40,,0.285714286
Poi Ching School,2019,1,200,81,81,,0.405
Princess Elizabeth Primary School,2019,1,160,68,68,,0.425
Punggol Cove Primary School,2019,1,210,97,97,,0.461904762
Punggol Green Primary School,2019,1,210,136,136,,0.647619048
Punggol Primary School,2019,1,170,74,74,,0.435294118
Punggol View Primary School,2019,1,240,112,112,,0.466666667
Qifa Primary School,2019,1,200,80,80,,0.4
Qihua Primary School,2019,1,140,68,68,,0.485714286
Queenstown Primary School,2019,1,200,99,99,,0.495
Radin Mas Primary School,2019,1,160,83,83,,0.51875
Raffles Girls' Primary School,2019,1,230,63,63,,0.273913043
Red Swastika School,2019,1,200,92,92,,0.46
River Valley Primary School,2019,1,170,100,100,,0.588235294
Riverside Primary School,2019,1,170,98,98,,0.576470588
Rivervale Primary School,2019,1,200,99,99,,0.495
Rosyth School,2019,1,230,143,143,,0.62173913
Rulang Primary School,2019,1,230,119,119,,0.517391304
Sembawang Primary School,2019,1,140,59,59,,0.421428571
Seng Kang Primary School,2019,1,200,58,58,,0.29
Sengkang Green Primary School,2019,1,230,112,112,,0.486956522
Shuqun Primary School,2019,1,160,98,98,,0.6125
Si Ling Primary School,2019,1,110,37,37,,0.336363636
Singapore Chinese Girls' Primary School,2019,1,152,51,51,,0.335526316
South View Primary School,2019,1,230,105,105,,0.456521739
Springdale Primary School,2019,1,200,76,76,,0.38
St. Andrew's Junior School,2019,1,200,65,65,,0.325
St. Anthony's Canossian Primary School,2019,1,170,35,35,,0.205882353
St. Anthony's Primary School,2019,1,170,77,77,,0.452941176
St. Gabriel's Primary School,2019,1,110,37,37,,0.336363636
St. Hilda's Primary School,2019,1,230,94,94,,0.408695652
St. Joseph's Institution Junior,2019,1,200,58,58,,0.29
St. Margaret's Primary School,2019,1,152,37,37,,0.243421053
St. Stephen's School,2019,1,170,41,41,,0.241176471
Stamford Primary School,2019,1,110,23,23,,0.209090909
Tampines North Primary School,2019,1,170,60,60,,0.352941176
Tampines Primary School,2019,1,140,72,72,,0.514285714
Tanjong Katong Primary School,2019,1,160,72,72,,0.45
Tao Nan School,2019,1,320,159,159,,0.496875
Teck Ghee Primary School,2019,1,140,65,65,,0.464285714
Teck Whye Primary School,2019,1,170,56,56,,0.329411765
Telok Kurau Primary School,2019,1,170,66,66,,0.388235294
Temasek Primary School,2019,1,160,103,103,,0.64375
Townsville Primary School,2019,1,140,60,60,,0.428571429
Unity Primary School,2019,1,170,89,89,,0.523529412
Waterway Primary School,2019,1,240,88,88,,0.366666667
Wellington Primary School,2019,1,200,65,65,,0.325
West Grove Primary School,2019,1,140,88,88,,0.628571429
West Spring Primary School,2019,1,170,107,107,,0.629411765
West View Primary School,2019,1,140,47,47,,0.335714286
Westwood Primary School,2019,1,170,90,90,,0.529411765
White Sands Primary School,2019,1,140,90,90,,0.642857143
Woodgrove Primary School,2019,1,140,84,84,,0.6
Woodlands Primary School,2019,1,170,103,103,,0.605882353
Woodlands Ring Primary School,2019,1,170,68,68,,0.4
Xinghua Primary School,2019,1,140,46,46,,0.328571429
Xingnan Primary School,2019,1,110,53,53,,0.481818182
Xinmin Primary School,2019,1,170,75,75,,0.441176471
Xishan Primary School,2019,1,200,62,62,,0.31
Yangzheng Primary School,2019,1,140,70,70,,0.5
Yew Tee Primary School,2019,1,140,62,62,,0.442857143
Yio Chu Kang Primary School,2019,1,140,41,41,,0.292857143
Yishun Primary School,2019,1,160,74,74,,0.4625
Yu Neng Primary School,2019,1,140,77,77,,0.55
Yuhua Primary School,2019,1,140,40,40,,0.285714286
Yumin Primary School,2019,1,110,42,42,,0.381818182
Zhangde Primary School,2019,1,170,75,75,,0.441176471
Zhenghua Primary School,2019,1,170,85,85,,0.5
Zhonghua Primary School,2019,1,80,26,26,,0.325
Valour Primary School,2019,1,180,0,0,,0
Admiralty Primary School,2020,1,170,89,89,,0.523529412
Ahmad Ibrahim Primary School,2020,1,200,38,38,,0.19
Ai Tong School,2020,1,260,143,143,,0.55
Alexandra Primary School,2020,1,160,103,103,,0.64375
Anchor Green Primary School,2020,1,200,108,108,,0.54
Anderson Primary School,2020,1,170,90,90,,0.529411765
Ang Mo Kio Primary School,2020,1,170,60,60,,0.352941176
Anglo-Chinese School (Junior),2020,1,230,93,93,,0.404347826
Anglo-Chinese School (Primary),2020,1,200,68,68,,0.34
Angsana Primary School,2020,1,200,31,31,,0.155
Beacon Primary School,2020,1,230,68,68,,0.295652174
Bedok Green Primary School,2020,1,200,66,66,,0.33
Bendemeer Primary School,2020,1,140,57,57,,0.407142857
Blangah Rise Primary School,2020,1,140,17,17,,0.121428571
Boon Lay Garden Primary School,2020,1,200,60,60,,0.3
Bukit Panjang Primary School,2020,1,200,104,104,,0.52
Bukit Timah Primary School,2020,1,170,60,60,,0.352941176
Bukit View Primary School,2020,1,200,57,57,,0.285
Canberra Primary School,2020,1,200,110,110,,0.55
Canossa Catholic Primary School,2020,1,80,33,33,,0.4125
Cantonment Primary School,2020,1,200,77,77,,0.385
Casuarina Primary School,2020,1,140,69,69,,0.492857143
Catholic High School (Primary),2020,1,200,70,70,,0.35
Cedar Primary School,2020,1,200,55,55,,0.275
Changkat Primary School,2020,1,170,46,46,,0.270588235
CHIJ (Katong) Primary,2020,1,160,44,44,,0.275
CHIJ (Kellock),2020,1,160,46,46,,0.2875
CHIJ Our Lady of Good Counsel,2020,1,110,29,29,,0.263636364
CHIJ Our Lady of the Nativity,2020,1,200,62,62,,0.31
CHIJ Our Lady Queen of Peace,2020,1,140,40,40,,0.285714286
CHIJ Primary (Toa Payoh),2020,1,170,64,64,,0.376470588
CHIJ St. Nicholas Girls' School,2020,1,170,69,69,,0.405882353
Chongfu School,2020,1,260,128,128,,0.492307692
Chongzheng Primary School,2020,1,140,78,78,,0.557142857
Chua Chu Kang Primary School,2020,1,200,109,109,,0.545
Clementi Primary School,2020,1,200,76,76,,0.38
Compassvale Primary School,2020,1,200,91,91,,0.455
Concord Primary School,2020,1,200,107,107,,0.535
Corporation Primary School,2020,1,200,83,83,,0.415
Damai Primary School,2020,1,140,34,34,,0.242857143
Dazhong Primary School,2020,1,160,60,60,,0.375
De La Salle School,2020,1,200,89,89,,0.445
East Spring Primary School,2020,1,140,54,54,,0.385714286
Edgefield Primary School,2020,1,200,95,95,,0.475
Elias Park Primary School,2020,1,140,85,85,,0.607142857
Endeavour Primary School,2020,1,200,90,90,,0.45
Eunos Primary School,2020,1,110,42,42,,0.381818182
Evergreen Primary School,2020,1,170,96,96,,0.564705882
Fairfield Methodist School (Primary),2020,1,230,113,113,,0.491304348
Farrer Park Primary School,2020,1,140,32,32,,0.228571429
Fengshan Primary School,2020,1,140,89,89,,0.635714286
Fern Green Primary School,2020,1,240,105,105,,0.4375
Fernvale Primary School,2020,1,240,107,107,,0.445833333
First Toa Payoh Primary School,2020,1,140,16,16,,0.114285714
Frontier Primary School,2020,1,170,99,99,,0.582352941
Fuchun Primary School,2020,1,140,83,83,,0.592857143
Fuhua Primary School,2020,1,170,76,76,,0.447058824
Gan Eng Seng Primary School,2020,1,170,58,58,,0.341176471
Geylang Methodist School (Primary),2020,1,230,84,84,,0.365217391
Gongshang Primary School,2020,1,170,107,107,,0.629411765
Greendale Primary School,2020,1,240,56,56,,0.233333333
Greenridge Primary School,2020,1,230,96,96,,0.417391304
Greenwood Primary School,2020,1,200,93,93,,0.465
Guangyang Primary School,2020,1,110,19,19,,0.172727273
Haig Girls' School,2020,1,140,40,40,,0.285714286
Henry Park Primary School,2020,1,260,155,155,,0.596153846
Holy Innocents' Primary School,2020,1,230,95,95,,0.413043478
Hong Wen School,2020,1,170,75,75,,0.441176471
Horizon Primary School,2020,1,200,134,134,,0.67
Hougang Primary School,2020,1,170,90,90,,0.529411765
Huamin Primary School,2020,1,240,97,97,,0.404166667
Innova Primary School,2020,1,140,83,83,,0.592857143
Jiemin Primary School,2020,1,180,79,79,,0.438888889
Jing Shan Primary School,2020,1,120,62,62,,0.516666667
Junyuan Primary School,2020,1,170,86,86,,0.505882353
Jurong Primary School,2020,1,140,92,92,,0.657142857
Jurong West Primary School,2020,1,140,83,83,,0.592857143
Juying Primary School,2020,1,80,22,22,,0.275
Keming Primary School,2020,1,170,82,82,,0.482352941
Kheng Cheng School,2020,1,200,85,85,,0.425
Kong Hwa School,2020,1,230,115,115,,0.5
Kranji Primary School,2020,1,170,31,31,,0.182352941
Kuo Chuan Presbyterian Primary School,2020,1,200,120,120,,0.6
Lakeside Primary School,2020,1,200,94,94,,0.47
Lianhua Primary School,2020,1,200,60,60,,0.3
Maha Bodhi School,2020,1,290,131,131,,0.451724138
Maris Stella High School,2020,1,230,80,80,,0.347826087
Marsiling Primary School,2020,1,170,55,55,,0.323529412
Marymount Convent School,2020,1,200,41,41,,0.205
Mayflower Primary School,2020,1,140,39,39,,0.278571429
Mee Toh School,2020,1,280,151,151,,0.539285714
Meridian Primary School,2020,1,170,27,27,,0.158823529
Methodist Girls' School (Primary),2020,1,170,64,64,,0.376470588
Montfort Junior School,2020,1,80,18,18,,0.225
Nan Chiau Primary School,2020,1,260,118,118,,0.453846154
Nan Hua Primary School,2020,1,200,123,123,,0.615
Nanyang Primary School,2020,1,350,182,182,,0.52
Naval Base Primary School,2020,1,240,95,95,,0.395833333
New Town Primary School,2020,1,230,45,45,,0.195652174
Ngee Ann Primary School,2020,1,200,85,85,,0.425
North Spring Primary School,2020,1,200,62,62,,0.31
North View Primary School,2020,1,180,87,87,,0.483333333
North Vista Primary School,2020,1,200,98,98,,0.49
Northland Primary School,2020,1,200,98,98,,0.49
Northoaks Primary School,2020,1,200,50,50,,0.25
Oasis Primary School,2020,1,240,124,124,,0.516666667
Opera Estate Primary School,2020,1,110,56,56,,0.509090909
Palm View Primary School,2020,1,240,105,105,,0.4375
Park View Primary School,2020,1,140,48,48,,0.342857143
Pasir Ris Primary School,2020,1,140,93,93,,0.664285714
Paya Lebar Methodist Girls' School (Primary),2020,1,230,63,63,,0.273913043
Pei Chun Public School,2020,1,260,149,149,,0.573076923
Pei Hwa Presbyterian Primary School,2020,1,184,118,118,,0.641304348
Pei Tong Primary School,2020,1,200,66,66,,0.33
Peiying Primary School,2020,1,150,81,81,,0.54
Pioneer Primary School,2020,1,110,53,53,,0.481818182
Poi Ching School,2020,1,200,116,116,,0.58
Princess Elizabeth Primary School,2020,1,160,120,120,,0.75
Punggol Cove Primary School,2020,1,240,122,122,,0.508333333
Punggol Green Primary School,2020,1,240,142,142,,0.591666667
Punggol Primary School,2020,1,160,68,68,,0.425
Punggol View Primary School,2020,1,200,124,124,,0.62
Qifa Primary School,2020,1,200,106,106,,0.53
Qihua Primary School,2020,1,170,57,57,,0.335294118
Queenstown Primary School,2020,1,200,77,77,,0.385
Radin Mas Primary School,2020,1,160,115,115,,0.71875
Raffles Girls' Primary School,2020,1,230,89,89,,0.386956522
Red Swastika School,2020,1,200,108,108,,0.54
River Valley Primary School,2020,1,170,111,111,,0.652941176
Riverside Primary School,2020,1,170,104,104,,0.611764706
Rivervale Primary School,2020,1,200,87,87,,0.435
Rosyth School,2020,1,230,144,144,,0.626086957
Rulang Primary School,2020,1,230,148,148,,0.643478261
Sembawang Primary School,2020,1,150,76,76,,0.506666667
Seng Kang Primary School,2020,1,200,82,82,,0.41
Sengkang Green Primary School,2020,1,240,117,117,,0.4875
Shuqun Primary School,2020,1,160,108,108,,0.675
Si Ling Primary School,2020,1,140,34,34,,0.242857143
Singapore Chinese Girls' Primary School,2020,1,152,63,63,,0.414473684
South View Primary School,2020,1,230,130,130,,0.565217391
Springdale Primary School,2020,1,240,110,110,,0.458333333
St. Andrew's Junior School,2020,1,200,48,48,,0.24
St. Anthony's Canossian Primary School,2020,1,200,51,51,,0.255
St. Anthony's Primary School,2020,1,170,106,106,,0.623529412
St. Gabriel's Primary School,2020,1,110,22,22,,0.2
St. Hilda's Primary School,2020,1,230,141,141,,0.613043478
St. Joseph's Institution Junior,2020,1,200,60,60,,0.3
St. Margaret's Primary School,2020,1,152,44,44,,0.289473684
St. Stephen's School,2020,1,200,42,42,,0.21
Stamford Primary School,2020,1,110,29,29,,0.263636364
Tampines North Primary School,2020,1,200,78,78,,0.39
Tampines Primary School,2020,1,170,95,95,,0.558823529
Tanjong Katong Primary School,2020,1,160,80,80,,0.5
Tao Nan School,2020,1,320,171,171,,0.534375
Teck Ghee Primary School,2020,1,170,74,74,,0.435294118
Teck Whye Primary School,2020,1,200,47,47,,0.235
Telok Kurau Primary School,2020,1,200,63,63,,0.315
Temasek Primary School,2020,1,160,107,107,,0.66875
Townsville Primary School,2020,1,170,33,33,,0.194117647
Unity Primary School,2020,1,200,74,74,,0.37
Waterway Primary School,2020,1,240,125,125,,0.520833333
Wellington Primary School,2020,1,200,94,94,,0.47
West Grove Primary School,2020,1,170,93,93,,0.547058824
West Spring Primary School,2020,1,200,115,115,,0.575
West View Primary School,2020,1,140,36,36,,0.257142857
Westwood Primary School,2020,1,170,98,98,,0.576470588
White Sands Primary School,2020,1,140,87,87,,0.621428571
Woodgrove Primary School,2020,1,140,62,62,,0.442857143
Woodlands Primary School,2020,1,170,97,97,,0.570588235
Woodlands Ring Primary School,2020,1,170,89,89,,0.523529412
Xinghua Primary School,2020,1,230,37,37,,0.160869565
Xingnan Primary School,2020,1,170,70,70,,0.411764706
Xinmin Primary School,2020,1,170,90,90,,0.529411765
Xishan Primary School,2020,1,160,91,91,,0.56875
Yangzheng Primary School,2020,1,140,65,65,,0.464285714
Yew Tee Primary School,2020,1,200,75,75,,0.375
Yio Chu Kang Primary School,2020,1,200,46,46,,0.23
Yishun Primary School,2020,1,160,80,80,,0.5
Yu Neng Primary School,2020,1,140,89,89,,0.635714286
Yuhua Primary School,2020,1,200,52,52,,0.26
Yumin Primary School,2020,1,140,66,66,,0.471428571
Zhangde Primary School,2020,1,170,70,70,,0.411764706
Zhenghua Primary School,2020,1,180,79,79,,0.438888889
Zhonghua Primary School,2020,1,140,25,25,,0.178571429
Valour Primary School,2020,1,240,17,17,,0.070833333
Northshore Primary School,2020,1,170,0,0,,0
Admiralty Primary School,2021,1,170,83,83,,0.488235294
Ahmad Ibrahim Primary School,2021,1,170,40,40,,0.235294118
Ai Tong School,2021,1,260,147,147,,0.565384615
Alexandra Primary School,2021,1,160,95,95,,0.59375
Anchor Green Primary School,2021,1,200,87,87,,0.435
Anderson Primary School,2021,1,170,86,86,,0.505882353
Ang Mo Kio Primary School,2021,1,200,48,48,,0.24
Anglo-Chinese School (Junior),2021,1,230,88,88,,0.382608696
Anglo-Chinese School (Primary),2021,1,200,59,59,,0.295
Angsana Primary School,2021,1,200,38,38,,0.19
Beacon Primary School,2021,1,200,72,72,,0.36
Bedok Green Primary School,2021,1,230,53,53,,0.230434783
Bendemeer Primary School,2021,1,200,59,59,,0.295
Blangah Rise Primary School,2021,1,110,18,18,,0.163636364
Boon Lay Garden Primary School,2021,1,200,61,61,,0.305
Bukit Panjang Primary School,2021,1,200,97,97,,0.485
Bukit Timah Primary School,2021,1,170,63,63,,0.370588235
Bukit View Primary School,2021,1,200,63,63,,0.315
Canberra Primary School,2021,1,200,85,85,,0.425
Canossa Catholic Primary School,2021,1,110,33,33,,0.3
Cantonment Primary School,2021,1,200,60,60,,0.3
Casuarina Primary School,2021,1,120,63,63,,0.525
Catholic High School (Primary),2021,1,200,81,81,,0.405
Cedar Primary School,2021,1,200,36,36,,0.18
Changkat Primary School,2021,1,170,46,46,,0.270588235
CHIJ (Katong) Primary,2021,1,160,46,46,,0.2875
CHIJ (Kellock),2021,1,160,43,43,,0.26875
CHIJ Our Lady of Good Counsel,2021,1,110,43,43,,0.390909091
CHIJ Our Lady of the Nativity,2021,1,200,54,54,,0.27
CHIJ Our Lady Queen of Peace,2021,1,140,40,40,,0.285714286
CHIJ Primary (Toa Payoh),2021,1,170,51,51,,0.3
CHIJ St. Nicholas Girls' School,2021,1,170,93,93,,0.547058824
Chongfu School,2021,1,260,140,140,,0.538461538
Chongzheng Primary School,2021,1,140,87,87,,0.621428571
Chua Chu Kang Primary School,2021,1,200,92,92,,0.46
Clementi Primary School,2021,1,240,94,94,,0.391666667
Compassvale Primary School,2021,1,200,91,91,,0.455
Concord Primary School,2021,1,200,94,94,,0.47
Corporation Primary School,2021,1,230,72,72,,0.313043478
Damai Primary School,2021,1,200,33,33,,0.165
Dazhong Primary School,2021,1,160,71,71,,0.44375
De La Salle School,2021,1,200,95,95,,0.475
East Spring Primary School,2021,1,170,67,67,,0.394117647
Edgefield Primary School,2021,1,200,100,100,,0.5
Elias Park Primary School,2021,1,150,81,81,,0.54
Endeavour Primary School,2021,1,200,74,74,,0.37
Evergreen Primary School,2021,1,170,84,84,,0.494117647
Fairfield Methodist School (Primary),2021,1,230,124,124,,0.539130435
Farrer Park Primary School,2021,1,180,48,48,,0.266666667
Fengshan Primary School,2021,1,140,70,70,,0.5
