School,Year,Phase,Vacancy,Applied,Taken,Balloting,Application Rate
Pei Tong Primary School,2018,2B,82,0,0,,0
Peiying Primary School,2018,2B,71,1,0,,0.014084507
Pioneer Primary School,2018,2B,57,0,0,,0
Poi Ching School,2018,2B,48,37,36,,0.770833333
Princess Elizabeth Primary School,2018,2B,34,1,0,,0.029411765
Punggol Cove Primary School,2018,2B,112,0,0,,0
Punggol Green Primary School,2018,2B,58,2,2,,0.034482759
Punggol Primary School,2018,2B,58,6,6,,0.103448276
Punggol View Primary School,2018,2B,79,3,0,,0.037974684
Qifa Primary School,2018,2B,54,26,24,,0.481481481
Qihua Primary School,2018,2B,83,0,0,,0
Queenstown Primary School,2018,2B,72,0,0,,0
Radin Mas Primary School,2018,2B,21,18,15,,0.857142857
Raffles Girls' Primary School,2018,2B,70,26,26,,0.371428571
Red Swastika School,2018,2B,21,15,12,,0.714285714
River Valley Primary School,2018,2B,42,20,16,,0.476190476
Riverside Primary School,2018,2B,33,0,0,,0
Rivervale Primary School,2018,2B,48,23,23,,0.479166667
Rosyth School,2018,2B,21,25,20,,1.19047619
Rulang Primary School,2018,2B,28,29,27,,1.035714286
Sembawang Primary School,2018,2B,67,2,1,,0.029850746
Seng Kang Primary School,2018,2B,95,0,0,,0
Sengkang Green Primary School,2018,2B,39,24,23,,0.615384615
Shuqun Primary School,2018,2B,52,14,13,,0.269230769
Si Ling Primary School,2018,2B,71,0,0,,0
Singapore Chinese Girls' Primary School,2018,2B,29,24,24,,0.827586207
South View Primary School,2018,2B,20,21,20,,1.05
Springdale Primary School,2018,2B,58,0,0,,0
St. Andrew's Junior School,2018,2B,51,64,48,,1.254901961
St. Anthony's Canossian Primary School,2018,2B,91,18,16,,0.197802198
St. Anthony's Primary School,2018,2B,47,31,29,,0.659574468
St. Gabriel's Primary School,2018,2B,50,17,17,,0.34
St. Hilda's Primary School,2018,2B,20,40,19,,2
St. Joseph's Institution Junior,2018,2B,52,81,52,,1.557692308
St. Margaret's Primary School,2018,2B,61,34,32,,0.557377049
St. Stephen's School,2018,2B,65,35,33,,0.538461538
Stamford Primary School,2018,2B,76,0,0,,0
Tampines North Primary School,2018,2B,74,0,0,,0
Tampines Primary School,2018,2B,55,3,2,,0.054545455
Tanjong Katong Primary School,2018,2B,74,4,0,,0.054054054
Tao Nan School,2018,2B,42,55,40,,1.30952381
Teck Ghee Primary School,2018,2B,50,16,15,,0.32
Teck Whye Primary School,2018,2B,65,0,0,,0
Telok Kurau Primary School,2018,2B,83,0,0,,0
Temasek Primary School,2018,2B,31,28,27,,0.903225806
Townsville Primary School,2018,2B,79,0,0,,0
Unity Primary School,2018,2B,54,0,0,,0
Waterway Primary School,2018,2B,124,5,4,,0.040322581
Wellington Primary School,2018,2B,82,1,0,,0.012195122
West Grove Primary School,2018,2B,46,14,13,,0.304347826
West Spring Primary School,2018,2B,50,14,10,,0.28
West View Primary School,2018,2B,86,0,0,,0
Westwood Primary School,2018,2B,38,15,15,,0.394736842
White Sands Primary School,2018,2B,36,25,25,,0.694444444
Woodgrove Primary School,2018,2B,49,17,17,,0.346938776
Woodlands Primary School,2018,2B,36,8,4,,0.222222222
Woodlands Ring Primary School,2018,2B,72,0,0,,0
Xinghua Primary School,2018,2B,92,1,0,,0.010869565
Xingnan Primary School,2018,2B,41,9,8,,0.219512195
Xinmin Primary School,2018,2B,39,21,20,,0.538461538
Xishan Primary School,2018,2B,82,0,0,,0
Yangzheng Primary School,2018,2B,28,24,22,,0.857142857
Yew Tee Primary School,2018,2B,73,17,17,,0.232876712
Yio Chu Kang Primary School,2018,2B,84,0,0,,0
Yishun Primary School,2018,2B,63,0,0,,0
Yu Neng Primary School,2018,2B,20,11,8,,0.55
Yuhua Primary School,2018,2B,78,0,0,,0
Yumin Primary School,2018,2B,39,1,1,,0.025641026
Zhangde Primary School,2018,2B,50,2,0,,0.04
Zhenghua Primary School,2018,2B,62,2,0,,0.032258065
Zhonghua Primary School,2018,2B,72,1,1,,0.013888889
Admiralty Primary School,2019,2B,53,44,44,,0.830188679
Ahmad Ibrahim Primary School,2019,2B,92,0,0,,0
Ai Tong School,2019,2B,31,32,31,SC>2,1.032258065
Alexandra Primary School,2019,2B,54,6,6,,0.111111111
Anchor Green Primary School,2019,2B,75,1,1,,0.013333333
Anderson Primary School,2019,2B,47,26,26,,0.553191489
Ang Mo Kio Primary School,2019,2B,45,0,0,,0
Anglo-Chinese School (Junior),2019,2B,46,65,46,SC<1,1.413043478
Anglo-Chinese School (Primary),2019,2B,28,37,28,SC<1,1.321428571
Angsana Primary School,2019,2B,43,0,0,,0
Beacon Primary School,2019,2B,72,0,0,,0
Bedok Green Primary School,2019,2B,74,0,0,,0
Bendemeer Primary School,2019,2B,56,0,0,,0
Blangah Rise Primary School,2019,2B,36,0,0,,0
Boon Lay Garden Primary School,2019,2B,90,0,0,,0
Bukit Panjang Primary School,2019,2B,44,20,20,,0.454545455
Bukit Timah Primary School,2019,2B,66,0,0,,0
Bukit View Primary School,2019,2B,61,0,0,,0
Canberra Primary School,2019,2B,52,62,52,SC1-2,1.192307692
Canossa Catholic Primary School,2019,2B,47,15,15,,0.319148936
Cantonment Primary School,2019,2B,58,1,1,,0.017241379
Casuarina Primary School,2019,2B,49,1,1,,0.020408163
Catholic High School (Primary),2019,2B,20,37,20,SC<1,1.85
Cedar Primary School,2019,2B,83,0,0,,0
Changkat Primary School,2019,2B,44,0,0,,0
CHIJ (Katong) Primary,2019,2B,67,25,25,,0.373134328
CHIJ (Kellock),2019,2B,70,35,35,,0.5
CHIJ Our Lady of Good Counsel,2019,2B,50,17,17,,0.34
CHIJ Our Lady of the Nativity,2019,2B,76,40,40,,0.526315789
CHIJ Our Lady Queen of Peace,2019,2B,66,19,19,,0.287878788
CHIJ Primary (Toa Payoh),2019,2B,42,68,42,SC1-2,1.619047619
CHIJ St. Nicholas Girls' School,2019,2B,20,40,20,SC<1,2
Chongfu School,2019,2B,47,55,47,SC>2,1.170212766
Chongzheng Primary School,2019,2B,42,18,18,,0.428571429
Chua Chu Kang Primary School,2019,2B,68,14,14,,0.205882353
Clementi Primary School,2019,2B,75,2,2,,0.026666667
Compassvale Primary School,2019,2B,72,15,15,,0.208333333
Concord Primary School,2019,2B,73,8,8,,0.109589041
Corporation Primary School,2019,2B,64,0,0,,0
Damai Primary School,2019,2B,56,0,0,,0
Dazhong Primary School,2019,2B,50,0,0,,0
De La Salle School,2019,2B,66,23,23,,0.348484848
East Spring Primary School,2019,2B,44,2,2,,0.045454545
Edgefield Primary School,2019,2B,68,0,0,,0
Elias Park Primary School,2019,2B,53,1,1,,0.018867925
Endeavour Primary School,2019,2B,66,1,1,,0.015151515
Eunos Primary School,2019,2B,26,0,0,,0
Evergreen Primary School,2019,2B,43,5,5,,0.11627907
Fairfield Methodist School (Primary),2019,2B,32,51,32,SC>2,1.59375
Farrer Park Primary School,2019,2B,57,1,1,,0.01754386
Fengshan Primary School,2019,2B,46,0,0,,0
Fern Green Primary School,2019,2B,83,2,2,,0.024096386
Fernvale Primary School,2019,2B,67,1,1,,0.014925373
First Toa Payoh Primary School,2019,2B,51,0,0,,0
Frontier Primary School,2019,2B,35,11,11,,0.314285714
Fuchun Primary School,2019,2B,72,0,0,,0
Fuhua Primary School,2019,2B,52,1,1,,0.019230769
Gan Eng Seng Primary School,2019,2B,66,0,0,,0
Geylang Methodist School (Primary),2019,2B,78,10,10,,0.128205128
Gongshang Primary School,2019,2B,39,16,16,,0.41025641
Greendale Primary School,2019,2B,106,0,0,,0
Greenridge Primary School,2019,2B,66,2,2,,0.03030303
Greenwood Primary School,2019,2B,61,4,4,,0.06557377
Guangyang Primary School,2019,2B,46,0,0,,0
Haig Girls' School,2019,2B,55,14,14,,0.254545455
Henry Park Primary School,2019,2B,32,26,26,,0.8125
Holy Innocents' Primary School,2019,2B,46,60,46,SC>2,1.304347826
Hong Wen School,2019,2B,48,33,33,,0.6875
Horizon Primary School,2019,2B,91,18,18,,0.197802198
Hougang Primary School,2019,2B,60,19,19,,0.316666667
Huamin Primary School,2019,2B,54,0,0,,0
Innova Primary School,2019,2B,39,18,18,,0.461538462
Jiemin Primary School,2019,2B,46,7,7,,0.152173913
Jing Shan Primary School,2019,2B,36,1,1,,0.027777778
Junyuan Primary School,2019,2B,24,0,0,,0
Jurong Primary School,2019,2B,33,0,0,,0
Jurong West Primary School,2019,2B,46,11,11,,0.239130435
Juying Primary School,2019,2B,33,0,0,,0
Keming Primary School,2019,2B,40,13,13,,0.325
Kheng Cheng School,2019,2B,75,0,0,,0
Kong Hwa School,2019,2B,51,43,43,,0.843137255
Kranji Primary School,2019,2B,61,0,0,,0
Kuo Chuan Presbyterian Primary School,2019,2B,46,37,37,,0.804347826
Lakeside Primary School,2019,2B,64,0,0,,0
Lianhua Primary School,2019,2B,68,0,0,,0
Maha Bodhi School,2019,2B,44,31,31,,0.704545455
Maris Stella High School,2019,2B,56,59,56,SC#,1.053571429
Marsiling Primary School,2019,2B,54,0,0,,0
Marymount Convent School,2019,2B,83,11,11,,0.13253012
Mayflower Primary School,2019,2B,63,0,0,,0
Mee Toh School,2019,2B,93,54,54,,0.580645161
Meridian Primary School,2019,2B,62,0,0,,0
Methodist Girls' School (Primary),2019,2B,21,40,21,SC<1,1.904761905
Montfort Junior School,2019,2B,51,15,15,,0.294117647
Nan Chiau Primary School,2019,2B,60,70,60,SC<1,1.166666667
Nan Hua Primary School,2019,2B,20,27,20,SC<1,1.35
Nanyang Primary School,2019,2B,21,30,21,SC<1,1.428571429
Naval Base Primary School,2019,2B,74,2,2,,0.027027027
New Town Primary School,2019,2B,82,1,1,,0.012195122
Ngee Ann Primary School,2019,2B,66,16,16,,0.242424242
North Spring Primary School,2019,2B,67,0,0,,0
North View Primary School,2019,2B,44,1,1,,0.022727273
North Vista Primary School,2019,2B,79,1,1,,0.012658228
Northland Primary School,2019,2B,53,25,25,,0.471698113
Northoaks Primary School,2019,2B,93,0,0,,0
Oasis Primary School,2019,2B,57,0,0,,0
Opera Estate Primary School,2019,2B,42,9,9,,0.214285714
Palm View Primary School,2019,2B,71,2,2,,0.028169014
Park View Primary School,2019,2B,52,0,0,,0
Pasir Ris Primary School,2019,2B,34,22,22,,0.647058824
Paya Lebar Methodist Girls' School (Primary),2019,2B,75,65,65,,0.866666667
Pei Chun Public School,2019,2B,28,30,28,SC1-2,1.071428571
Pei Hwa Presbyterian Primary School,2019,2B,20,41,20,SC<2#,2.05
Pei Tong Primary School,2019,2B,84,0,0,,0
Peiying Primary School,2019,2B,58,0,0,,0
Pioneer Primary School,2019,2B,66,0,0,,0
Poi Ching School,2019,2B,70,24,24,,0.342857143
Princess Elizabeth Primary School,2019,2B,40,0,0,,0
Punggol Cove Primary School,2019,2B,61,0,0,,0
Punggol Green Primary School,2019,2B,25,3,3,,0.12
Punggol Primary School,2019,2B,64,3,3,,0.046875
Punggol View Primary School,2019,2B,60,2,2,,0.033333333
Qifa Primary School,2019,2B,69,19,19,,0.275362319
Qihua Primary School,2019,2B,48,0,0,,0
Queenstown Primary School,2019,2B,60,0,0,,0
Radin Mas Primary School,2019,2B,33,16,16,,0.484848485
Raffles Girls' Primary School,2019,2B,74,24,24,,0.324324324
Red Swastika School,2019,2B,21,10,10,,0.476190476
River Valley Primary School,2019,2B,33,23,23,,0.696969697
Riverside Primary School,2019,2B,23,0,0,,0
Rivervale Primary School,2019,2B,62,17,17,,0.274193548
Rosyth School,2019,2B,20,28,20,SC<1,1.4
Rulang Primary School,2019,2B,22,25,22,SC>2,1.136363636
Sembawang Primary School,2019,2B,55,0,0,,0
Seng Kang Primary School,2019,2B,87,0,0,,0
Sengkang Green Primary School,2019,2B,43,15,15,,0.348837209
Shuqun Primary School,2019,2B,29,18,18,,0.620689655
Si Ling Primary School,2019,2B,54,0,0,,0
Singapore Chinese Girls' Primary School,2019,2B,34,31,31,,0.911764706
South View Primary School,2019,2B,38,23,23,,0.605263158
Springdale Primary School,2019,2B,53,1,1,,0.018867925
St. Andrew's Junior School,2019,2B,51,35,35,,0.68627451
St. Anthony's Canossian Primary School,2019,2B,84,20,20,,0.238095238
St. Anthony's Primary School,2019,2B,49,25,25,,0.510204082
St. Gabriel's Primary School,2019,2B,46,21,21,,0.456521739
St. Hilda's Primary School,2019,2B,56,45,45,,0.803571429
St. Joseph's Institution Junior,2019,2B,60,83,60,SC>2,1.383333333
St. Margaret's Primary School,2019,2B,65,22,22,,0.338461538
St. Stephen's School,2019,2B,74,22,22,,0.297297297
Stamford Primary School,2019,2B,62,0,0,,0
Tampines North Primary School,2019,2B,71,0,0,,0
Tampines Primary School,2019,2B,46,2,2,,0.043478261
Tanjong Katong Primary School,2019,2B,49,4,4,,0.081632653
Tao Nan School,2019,2B,35,36,35,SC<1#,1.028571429
Teck Ghee Primary School,2019,2B,47,11,11,,0.234042553
Teck Whye Primary School,2019,2B,73,0,0,,0
Telok Kurau Primary School,2019,2B,67,0,0,,0
Temasek Primary School,2019,2B,20,27,20,SC1-2,1.35
Townsville Primary School,2019,2B,57,0,0,,0
Unity Primary School,2019,2B,54,0,0,,0
Waterway Primary School,2019,2B,83,0,0,,0
Wellington Primary School,2019,2B,85,0,0,,0
West Grove Primary School,2019,2B,40,17,17,,0.425
West Spring Primary School,2019,2B,23,18,18,,0.782608696
West View Primary School,2019,2B,64,0,0,,0
Westwood Primary School,2019,2B,29,12,12,,0.413793103
White Sands Primary School,2019,2B,40,19,19,,0.475
Woodgrove Primary School,2019,2B,41,6,6,,0.146341463
Woodlands Primary School,2019,2B,39,5,5,,0.128205128
Woodlands Ring Primary School,2019,2B,61,2,2,,0.032786885
Xinghua Primary School,2019,2B,63,0,0,,0
Xingnan Primary School,2019,2B,37,4,4,,0.108108108
Xinmin Primary School,2019,2B,48,11,11,,0.229166667
Xishan Primary School,2019,2B,83,3,3,,0.036144578
Yangzheng Primary School,2019,2B,44,11,11,,0.25
Yew Tee Primary School,2019,2B,55,4,4,,0.072727273
Yio Chu Kang Primary School,2019,2B,65,0,0,,0
Yishun Primary School,2019,2B,55,0,0,,0
Yu Neng Primary School,2019,2B,25,12,12,,0.48
Yuhua Primary School,2019,2B,65,0,0,,0
Yumin Primary School,2019,2B,46,0,0,,0
Zhangde Primary School,2019,2B,62,1,1,,0.016129032
Zhenghua Primary School,2019,2B,51,2,2,,0.039215686
Zhonghua Primary School,2019,2B,47,1,1,,0.021276596
Valour Primary School,2019,2B,110,3,3,,0.027272727
Admiralty Primary School,2020,2B,49,48,48,,0.979591837
Ahmad Ibrahim Primary School,2020,2B,97,0,0,,0
Ai Tong School,2020,2B,20,27,20,SC<1,1.35
Alexandra Primary School,2020,2B,47,14,14,,0.29787234
Anchor Green Primary School,2020,2B,51,1,1,,0.019607843
Anderson Primary School,2020,2B,30,21,21,,0.7
Ang Mo Kio Primary School,2020,2B,70,0,0,,0
Anglo-Chinese School (Junior),2020,2B,26,59,26,SC<1,2.269230769
Anglo-Chinese School (Primary),2020,2B,25,50,25,SC<1,2
Angsana Primary School,2020,2B,103,0,0,,0
Beacon Primary School,2020,2B,99,0,0,,0
Bedok Green Primary School,2020,2B,77,0,0,,0
Bendemeer Primary School,2020,2B,55,1,1,,0.018181818
Blangah Rise Primary School,2020,2B,75,0,0,,0
Boon Lay Garden Primary School,2020,2B,87,0,0,,0
Bukit Panjang Primary School,2020,2B,46,24,24,,0.52173913
Bukit Timah Primary School,2020,2B,73,1,1,,0.01369863
Bukit View Primary School,2020,2B,88,0,0,,0
Canberra Primary School,2020,2B,57,64,57,SC1-2,1.122807018
Canossa Catholic Primary School,2020,2B,39,13,13,,0.333333333
Cantonment Primary School,2020,2B,79,0,0,,0
Casuarina Primary School,2020,2B,50,0,0,,0
Catholic High School (Primary),2020,2B,21,41,21,SC<1,1.952380952
Cedar Primary School,2020,2B,88,1,1,,0.011363636
Changkat Primary School,2020,2B,74,1,1,,0.013513514
CHIJ (Katong) Primary,2020,2B,61,15,15,,0.245901639
CHIJ (Kellock),2020,2B,67,26,26,,0.388059701
CHIJ Our Lady of Good Counsel,2020,2B,54,20,20,,0.37037037
CHIJ Our Lady of the Nativity,2020,2B,74,65,65,,0.878378378
CHIJ Our Lady Queen of Peace,2020,2B,66,23,23,,0.348484848
CHIJ Primary (Toa Payoh),2020,2B,35,63,35,SC<1#,1.8
CHIJ St. Nicholas Girls' School,2020,2B,21,32,21,SC<1,1.523809524
Chongfu School,2020,2B,40,45,40,SC1-2,1.125
Chongzheng Primary School,2020,2B,27,23,23,,0.851851852
Chua Chu Kang Primary School,2020,2B,56,14,14,,0.25
Clementi Primary School,2020,2B,75,5,5,,0.066666667
Compassvale Primary School,2020,2B,69,20,20,,0.289855072
Concord Primary School,2020,2B,56,4,4,,0.071428571
Corporation Primary School,2020,2B,73,0,0,,0
Damai Primary School,2020,2B,65,0,0,,0
Dazhong Primary School,2020,2B,52,0,0,,0
De La Salle School,2020,2B,60,20,20,,0.333333333
East Spring Primary School,2020,2B,59,1,1,,0.016949153
Edgefield Primary School,2020,2B,67,0,0,,0
Elias Park Primary School,2020,2B,42,0,0,,0
Endeavour Primary School,2020,2B,72,4,4,,0.055555556
Eunos Primary School,2020,2B,50,0,0,,0
Evergreen Primary School,2020,2B,49,3,3,,0.06122449
Fairfield Methodist School (Primary),2020,2B,25,51,25,SC1-2,2.04
Farrer Park Primary School,2020,2B,69,1,1,,0.014492754
Fengshan Primary School,2020,2B,31,0,0,,0
Fern Green Primary School,2020,2B,51,7,7,,0.137254902
Fernvale Primary School,2020,2B,70,0,0,,0
First Toa Payoh Primary School,2020,2B,80,0,0,,0
Frontier Primary School,2020,2B,20,17,17,,0.85
Fuchun Primary School,2020,2B,38,0,0,,0
Fuhua Primary School,2020,2B,56,0,0,,0
Gan Eng Seng Primary School,2020,2B,75,0,0,,0
Geylang Methodist School (Primary),2020,2B,75,10,10,,0.133333333
Gongshang Primary School,2020,2B,21,21,21,,1
Greendale Primary School,2020,2B,110,0,0,,0
Greenridge Primary School,2020,2B,78,0,0,,0
Greenwood Primary School,2020,2B,70,0,0,,0
Guangyang Primary School,2020,2B,64,0,0,,0
Haig Girls' School,2020,2B,58,15,15,,0.25862069
Henry Park Primary School,2020,2B,20,23,20,SC>2,1.15
Holy Innocents' Primary School,2020,2B,41,58,41,SC1-2,1.414634146
Hong Wen School,2020,2B,50,27,27,,0.54
Horizon Primary School,2020,2B,46,24,24,,0.52173913
Hougang Primary School,2020,2B,52,19,19,,0.365384615
Huamin Primary School,2020,2B,60,0,0,,0
Innova Primary School,2020,2B,43,21,21,,0.488372093
Jiemin Primary School,2020,2B,51,1,1,,0.019607843
Jing Shan Primary School,2020,2B,40,2,2,,0.05
Junyuan Primary School,2020,2B,42,1,1,,0.023809524
Jurong Primary School,2020,2B,25,0,0,,0
Jurong West Primary School,2020,2B,41,11,11,,0.268292683
Juying Primary School,2020,2B,48,0,0,,0
Keming Primary School,2020,2B,44,21,21,,0.477272727
Kheng Cheng School,2020,2B,67,3,3,,0.044776119
Kong Hwa School,2020,2B,42,41,41,,0.976190476
Kranji Primary School,2020,2B,84,0,0,,0
Kuo Chuan Presbyterian Primary School,2020,2B,37,55,37,SC<2#,1.486486486
Lakeside Primary School,2020,2B,63,0,0,,0
Lianhua Primary School,2020,2B,88,0,0,,0
Maha Bodhi School,2020,2B,55,53,53,,0.963636364
Maris Stella High School,2020,2B,50,67,50,SC>2,1.34
Marsiling Primary School,2020,2B,74,0,0,,0
Marymount Convent School,2020,2B,96,9,9,,0.09375
Mayflower Primary School,2020,2B,66,0,0,,0
Mee Toh School,2020,2B,70,50,50,,0.714285714
Meridian Primary School,2020,2B,89,0,0,,0
Methodist Girls' School (Primary),2020,2B,27,39,27,SC<1,1.444444444
Montfort Junior School,2020,2B,46,5,5,,0.108695652
Nan Chiau Primary School,2020,2B,72,81,72,SC<1,1.125
Nan Hua Primary School,2020,2B,20,19,19,,0.95
Nanyang Primary School,2020,2B,21,48,21,SC<1,2.285714286
Naval Base Primary School,2020,2B,81,2,2,,0.024691358
New Town Primary School,2020,2B,110,0,0,,0
Ngee Ann Primary School,2020,2B,65,24,24,,0.369230769
North Spring Primary School,2020,2B,87,0,0,,0
North View Primary School,2020,2B,59,1,1,,0.016949153
North Vista Primary School,2020,2B,68,1,1,,0.014705882
Northland Primary School,2020,2B,38,28,28,,0.736842105
Northoaks Primary School,2020,2B,89,0,0,,0
Oasis Primary School,2020,2B,40,2,2,,0.05
Opera Estate Primary School,2020,2B,39,1,1,,0.025641026
Palm View Primary School,2020,2B,86,10,10,,0.11627907
Park View Primary School,2020,2B,63,0,0,,0
Pasir Ris Primary School,2020,2B,29,24,24,,0.827586207
Paya Lebar Methodist Girls' School (Primary),2020,2B,68,56,56,,0.823529412
Pei Chun Public School,2020,2B,22,30,22,SC<1,1.363636364
Pei Hwa Presbyterian Primary School,2020,2B,20,29,20,SC>2,1.45
Pei Tong Primary School,2020,2B,73,0,0,,0
Peiying Primary School,2020,2B,47,0,0,,0
Pioneer Primary School,2020,2B,46,0,0,,0
Poi Ching School,2020,2B,53,36,36,,0.679245283
Princess Elizabeth Primary School,2020,2B,20,2,2,,0.1
Punggol Cove Primary School,2020,2B,57,1,1,,0.01754386
Punggol Green Primary School,2020,2B,30,3,3,,0.1
Punggol Primary School,2020,2B,59,12,12,,0.203389831
Punggol View Primary School,2020,2B,22,0,0,,0
Qifa Primary School,2020,2B,46,22,22,,0.47826087
Qihua Primary School,2020,2B,69,4,4,,0.057971014
Queenstown Primary School,2020,2B,75,2,2,,0.026666667
Radin Mas Primary School,2020,2B,21,21,21,,1
Raffles Girls' Primary School,2020,2B,52,28,28,,0.538461538
Red Swastika School,2020,2B,21,11,11,,0.523809524
River Valley Primary School,2020,2B,31,27,27,,0.870967742
Riverside Primary School,2020,2B,27,1,1,,0.037037037
Rivervale Primary School,2020,2B,73,21,21,,0.287671233
Rosyth School,2020,2B,21,33,21,SC<1,1.571428571
Rulang Primary School,2020,2B,20,30,20,SC<1,1.5
Sembawang Primary School,2020,2B,53,0,0,,0
Seng Kang Primary School,2020,2B,75,0,0,,0
Sengkang Green Primary School,2020,2B,26,17,17,,0.653846154
Shuqun Primary School,2020,2B,22,13,13,,0.590909091
Si Ling Primary School,2020,2B,68,0,0,,0
Singapore Chinese Girls' Primary School,2020,2B,24,31,24,SC>2,1.291666667
South View Primary School,2020,2B,25,24,24,,0.96
Springdale Primary School,2020,2B,53,2,2,,0.037735849
St. Andrew's Junior School,2020,2B,66,44,44,,0.666666667
St. Anthony's Canossian Primary School,2020,2B,89,12,12,,0.134831461
St. Anthony's Primary School,2020,2B,37,33,33,,0.891891892
St. Gabriel's Primary School,2020,2B,55,32,32,,0.581818182
St. Hilda's Primary School,2020,2B,20,37,20,SC<1,1.85
St. Joseph's Institution Junior,2020,2B,58,82,58,SC>2,1.413793103
St. Margaret's Primary School,2020,2B,63,28,28,,0.444444444
St. Stephen's School,2020,2B,85,18,18,,0.211764706
Stamford Primary School,2020,2B,58,0,0,,0
Tampines North Primary School,2020,2B,74,0,0,,0
Tampines Primary School,2020,2B,41,1,1,,0.024390244
Tanjong Katong Primary School,2020,2B,46,3,3,,0.065217391
Tao Nan School,2020,2B,20,53,20,SC<1,2.65
Teck Ghee Primary School,2020,2B,55,14,14,,0.254545455
Teck Whye Primary School,2020,2B,91,0,0,,0
Telok Kurau Primary School,2020,2B,85,1,1,,0.011764706
Temasek Primary School,2020,2B,20,12,12,,0.6
Townsville Primary School,2020,2B,85,0,0,,0
Unity Primary School,2020,2B,79,0,0,,0
Waterway Primary School,2020,2B,46,0,0,,0
Wellington Primary School,2020,2B,47,0,0,,0
West Grove Primary School,2020,2B,53,7,7,,0.132075472
West Spring Primary School,2020,2B,32,19,19,,0.59375
West View Primary School,2020,2B,69,1,1,,0.014492754
Westwood Primary School,2020,2B,20,10,10,,0.5
White Sands Primary School,2020,2B,39,22,22,,0.564102564
Woodgrove Primary School,2020,2B,52,16,16,,0.307692308
Woodlands Primary School,2020,2B,43,3,3,,0.069767442
Woodlands Ring Primary School,2020,2B,57,0,0,,0
Xinghua Primary School,2020,2B,111,0,0,,0
Xingnan Primary School,2020,2B,57,6,6,,0.105263158
Xinmin Primary School,2020,2B,38,15,15,,0.394736842
Xishan Primary School,2020,2B,49,0,0,,0
Yangzheng Primary School,2020,2B,45,15,15,,0.333333333
Yew Tee Primary School,2020,2B,77,7,7,,0.090909091
Yio Chu Kang Primary School,2020,2B,96,0,0,,0
Yishun Primary School,2020,2B,48,0,0,,0
Yu Neng Primary School,2020,2B,21,14,14,,0.666666667
Yuhua Primary School,2020,2B,87,0,0,,0
Yumin Primary School,2020,2B,50,1,1,,0.02
Zhangde Primary School,2020,2B,63,0,0,,0
Zhenghua Primary School,2020,2B,56,1,1,,0.017857143
Zhonghua Primary School,2020,2B,74,0,0,,0
Valour Primary School,2020,2B,132,0,0,,0
Northshore Primary School,2020,2B,105,0,0,,0
Admiralty Primary School,2021,2B,50,60,50,SC1-2,1.2
Ahmad Ibrahim Primary School,2021,2B,82,0,0,,0
Ai Tong School,2021,2B,20,38,20,SC<1,1.9
Alexandra Primary School,2021,2B,48,6,6,,0.125
Anchor Green Primary School,2021,2B,48,0,0,,0
Anderson Primary School,2021,2B,37,22,22,,0.594594595
Ang Mo Kio Primary School,2021,2B,91,0,0,,0
Anglo-Chinese School (Junior),2021,2B,33,54,33,SC<1,1.636363636
Anglo-Chinese School (Primary),2021,2B,26,44,26,SC<1,1.692307692
Angsana Primary School,2021,2B,97,0,0,,0
Beacon Primary School,2021,2B,80,0,0,,0
Bedok Green Primary School,2021,2B,102,0,0,,0
Bendemeer Primary School,2021,2B,87,0,0,,0
Blangah Rise Primary School,2021,2B,61,0,0,,0
Boon Lay Garden Primary School,2021,2B,87,0,0,,0
Bukit Panjang Primary School,2021,2B,33,21,21,,0.636363636
Bukit Timah Primary School,2021,2B,71,0,0,,0
Bukit View Primary School,2021,2B,83,0,0,,0
Canberra Primary School,2021,2B,69,9,9,,0.130434783
Canossa Catholic Primary School,2021,2B,53,14,14,,0.264150943
Cantonment Primary School,2021,2B,89,1,1,,0.011235955
Casuarina Primary School,2021,2B,38,0,0,,0
Catholic High School (Primary),2021,2B,20,35,20,SC<1,1.75
Cedar Primary School,2021,2B,97,1,1,,0.010309278
Changkat Primary School,2021,2B,75,0,0,,0
CHIJ (Katong) Primary,2021,2B,58,32,32,,0.551724138
CHIJ (Kellock),2021,2B,71,23,23,,0.323943662
CHIJ Our Lady of Good Counsel,2021,2B,42,18,18,,0.428571429
CHIJ Our Lady of the Nativity,2021,2B,78,57,57,,0.730769231
CHIJ Our Lady Queen of Peace,2021,2B,64,14,14,,0.21875
CHIJ Primary (Toa Payoh),2021,2B,42,59,42,SC>2,1.404761905
CHIJ St. Nicholas Girls' School,2021,2B,20,40,20,SC<1,2
Chongfu School,2021,2B,34,52,34,SC<1,1.529411765
Chongzheng Primary School,2021,2B,23,15,15,,0.652173913
Chua Chu Kang Primary School,2021,2B,55,11,11,,0.2
Clementi Primary School,2021,2B,80,4,4,,0.05
Compassvale Primary School,2021,2B,68,22,22,,0.323529412
Concord Primary School,2021,2B,61,4,4,,0.06557377
Corporation Primary School,2021,2B,93,0,0,,0
Damai Primary School,2021,2B,99,0,0,,0
Dazhong Primary School,2021,2B,45,1,1,,0.022222222
De La Salle School,2021,2B,59,15,15,,0.254237288
East Spring Primary School,2021,2B,72,0,0,,0
Edgefield Primary School,2021,2B,67,0,0,,0
Elias Park Primary School,2021,2B,44,0,0,,0
Endeavour Primary School,2021,2B,80,3,3,,0.0375
Evergreen Primary School,2021,2B,56,0,0,,0
